particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,radius_um,num_sub_spheres
1,polyhedron,608.132,545.591,609.132,546.591,0.034936656563278275,34.93665656327828,93.587,429180.024,79.05182393901782,28.0,"[0.6264595635226945, 0.8282669323018806, 0.5700375118340631]",0.5194418783613255,0.1544607783386083,0.18722816539600395,3.0,0.6695196148693524,,
2,sphere,620.171,968.273,621.171,969.273,0.0264026699813449,26.4026699813449,145.833,1623937.508,,,,,,,,,72.91668247712609,
3,sphere,740.681,826.511,741.681,827.511,0.028411339713738652,28.411339713738652,112.378,743088.503,,,,,,,,,56.188914772393055,
4,aggregate,251.429,950.914,252.429,951.914,0.033364562552380066,33.364562552380065,153.668,1899990.0,73.20986701527309,,,,,,,,,12.0
5,sphere,785.693,849.983,786.693,850.983,0.028826954732166246,28.826954732166246,152.219,1846721.485,,,,,,,,,76.1092771962613,
6,polyhedron,772.389,178.569,773.389,179.569,0.025191114925625042,25.191114925625044,64.584,141048.312,76.18827086862488,17.0,"[0.8548513351851132, 0.31473346037049454, 0.9261922213168914]",0.3432465614495537,0.12491068383044344,0.16604467896407157,4.0,0.41006643317821234,,
7,sphere,70.723,633.565,71.723,634.565,0.024988804967705655,24.988804967705654,133.657,1250172.074,,,,,,,,,66.82829710724224,
8,polyhedron,297.393,467.305,298.393,468.305,0.021200083428636066,21.200083428636066,46.455,52491.375,60.33918021488755,31.0,"[0.39871001659881283, 0.33916719631834225, 0.6723709048737144]",0.28284189111762503,0.10244563861710858,0.15621428925797576,2.0,0.6560003284126211,,
9,aggregate,189.854,984.242,190.854,985.242,0.0324093260371575,32.4093260371575,131.311,1185507.741,77.56024426135207,,,,,,,,,9.0
10,sphere,526.086,808.998,527.086,809.998,0.022745293581849672,22.745293581849673,180.516,3079957.649,,,,,,,,,90.2579319535721,
11,aggregate,748.603,734.619,749.603,735.619,0.028626547655308338,28.626547655308336,149.901,1763642.337,86.39003456389241,,,,,,,,,8.0
12,sphere,723.126,264.046,724.126,265.046,0.033380400740501616,33.380400740501614,114.937,795026.898,,,,,,,,,57.468660020774195,
13,sphere,971.516,166.027,972.516,167.027,0.02183849112944098,21.838491129440982,199.75,4173087.148,,,,,,,,,99.87488256925587,
14,aggregate,361.37,55.064,362.37,56.064,0.024966597043062477,24.966597043062478,95.727,459310.5,60.9021855757364,,,,,,,,,8.0
15,polyhedron,921.851,947.468,922.851,948.468,0.02595728225091901,25.95728225091901,52.385,75269.25,66.73022303539199,21.0,"[0.8257540784096473, 0.47571879062227446, 0.3529287307335598]",0.4647704950659224,0.13060331123580018,0.1961907665826721,2.0,0.6386725083970017,,
16,sphere,906.316,68.299,907.316,69.299,0.022547353429034335,22.547353429034334,151.894,1834947.658,,,,,,,,,75.94718659558613,
17,sphere,152.45,865.127,153.45,866.127,0.027602157965371788,27.602157965371788,177.859,2945933.535,,,,,,,,,88.9292804434223,
18,polyhedron,659.665,929.104,660.665,930.104,0.025104159074191574,25.104159074191575,27.47,10854.0,64.04045583284831,17.0,"[0.3076791403167515, 0.40938525463269576, 0.203283672371835]",0.44885545463020604,0.12554956438498815,0.2163235413361409,2.0,0.6212232918126308,,
19,sphere,495.543,458.519,496.543,459.519,0.028734415292880754,28.734415292880755,194.529,3854329.837,,,,,,,,,97.26429036385994,
20,aggregate,351.459,645.634,352.459,646.634,0.029083241830645958,29.083241830645957,94.417,440707.5,52.661266270526546,,,,,,,,,14.0
