particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,radius_um,num_sub_spheres
1,polyhedron,951.767,653.651,952.767,654.651,0.027028226860441915,27.028226860441915,63.413,133513.61,86.58311987273449,21.0,"[0.4578372122058393, 0.6799610736105596, 0.5489344937928788]",0.45858205576002303,0.10687184483111552,0.14526037703006262,3.0,0.5625248392918012,,
2,polyhedron,928.718,838.41,929.718,839.41,0.02333889895916402,23.33889895916402,63.108,131598.0,64.5087533664518,34.0,"[0.3888298930796983, 0.6187000201642114, 0.964050254366456]",0.48506452923252613,0.09429334988944546,0.1665242060216237,2.0,0.47753248585792984,,
3,polyhedron,558.327,66.8,559.327,67.8,0.02138925636088303,21.38925636088303,73.894,211267.225,99.58740304813294,20.0,"[0.40966340077807395, 0.5571998011064184, 0.5318012519874079]",0.2847757049619847,0.13964887615341068,0.19380399888912814,4.0,0.6144058975119266,,
4,sphere,935.052,237.4,936.052,238.4,0.02635109368896986,26.351093688969858,139.951,1435232.798,,,,,,,,,69.97526959649517,
5,sphere,645.577,599.57,646.577,600.57,0.021462754767583674,21.462754767583675,141.004,1467894.476,,,,,,,,,70.50210363116807,
6,sphere,719.176,695.637,720.176,696.637,0.02344745130084118,23.44745130084118,137.91,1373357.178,,,,,,,,,68.95487319899365,
7,sphere,557.645,637.645,558.645,638.645,0.025211200583297955,25.211200583297956,110.234,701371.303,,,,,,,,,55.11711296739302,
8,sphere,674.115,888.784,675.115,889.784,0.033514849787487234,33.514849787487236,180.008,3054026.398,,,,,,,,,90.003913255557,
9,sphere,107.522,681.271,108.522,682.271,0.021313149773668095,21.313149773668094,142.319,1509335.071,,,,,,,,,71.15941209021585,
10,aggregate,485.566,976.092,486.566,977.092,0.023453586386250638,23.453586386250638,82.358,292494.375,56.10195089653323,,,,,,,,,5.0
11,polyhedron,108.91,952.062,109.91,953.062,0.03096143640310981,30.96143640310981,86.77,342067.776,85.07665557374169,31.0,"[0.8731598391274674, 0.9162011500810048, 0.2947460255893303]",0.37919061401270215,0.13456044783684615,0.2422624153874228,2.0,0.7076439777860157,,
12,sphere,291.211,858.156,292.211,859.156,0.020922444469415186,20.922444469415186,116.53,828533.562,,,,,,,,,58.26492146537837,
13,aggregate,555.868,744.823,556.868,745.823,0.02954642073875822,29.546420738758222,131.289,1184915.25,67.53391938570053,,,,,,,,,13.0
14,polyhedron,821.591,373.535,822.591,374.535,0.024863821995699663,24.863821995699663,44.526,46220.625,74.07599959275475,19.0,"[0.9289225905973184, 0.45189422590846584, 0.18590451430323224]",0.3514290506135313,0.13289984292538104,0.18336868856058564,4.0,0.42193892462079646,,
15,aggregate,456.549,331.829,457.549,332.829,0.02527740987909642,25.27740987909642,161.341,2199042.329,89.82689458918657,,,,,,,,,6.0
16,sphere,384.858,837.128,385.858,838.128,0.028222864826123323,28.222864826123324,175.651,2837586.673,,,,,,,,,87.8254078883134,
17,aggregate,129.18,134.661,130.18,135.661,0.02690326470218396,26.90326470218396,149.35,1744264.447,83.96483543543187,,,,,,,,,10.0
18,sphere,975.03,602.949,976.03,603.949,0.02247859643095256,22.478596430952557,119.083,884191.601,,,,,,,,,59.54142968899848,
19,sphere,651.472,203.968,652.472,204.968,0.03492840587038676,34.92840587038676,191.908,3700645.251,,,,,,,,,95.95397013723249,
20,aggregate,70.394,604.544,71.394,605.544,0.02962924780006448,29.62924780006448,84.348,314209.125,50.73604589118098,,,,,,,,,12.0
