particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,num_sub_spheres
1,sphere,842.129,669.248,843.129,670.248,0.024846201600279623,24.846201600279624,190.001,3591402.403,95.00033860184499,,,,,,,,,
2,sphere,123.051,911.639,124.051,912.639,0.02194684786391301,21.94684786391301,147.43,1677866.34,73.71506465300466,,,,,,,,,
3,sphere,753.183,107.604,754.183,108.604,0.02641495276027626,26.41495276027626,170.552,2597584.393,85.27603888968548,,,,,,,,,
4,sphere,422.295,55.337,423.295,56.337,0.031185794460190534,31.185794460190536,177.417,2924065.449,88.70868878933537,,,,,,,,,
5,sphere,202.029,978.623,203.029,979.623,0.03242618694247318,32.42618694247318,103.413,579066.768,51.70668287749148,,,,,,,,,
6,polyhedron,312.696,744.379,313.696,745.379,0.021061236481151754,21.061236481151756,87.731,353556.921,,97.64226466269895,28.0,"[0.30895026801857084, 0.8578874296442779, 0.8540083664048022]",0.44394842000378204,0.10401138148491046,0.17999972806669498,4.0,0.6012868992011084,
7,polyhedron,340.956,241.734,341.956,242.734,0.034950432621141024,34.950432621141026,80.84,276620.673,,78.46166848663269,20.0,"[0.6796611353656838, 0.8698020251656468, 0.5061905851737215]",0.3512749411809952,0.0971206953751659,0.16277019993804298,2.0,0.4982643089483654,
8,aggregate,141.182,172.475,142.182,173.475,0.03279201543393942,32.79201543393942,86.429,338043.375,,58.80515743714528,,,,,,,,6.0
9,aggregate,119.638,838.759,120.638,839.759,0.032227245670008606,32.22724567000861,123.863,994997.25,,64.60563961974972,,,,,,,,13.0
10,polyhedron,36.828,947.318,37.828,948.318,0.02579960848231807,25.799608482318067,116.543,828818.631,,90.41494321285981,30.0,"[0.9882060240315313, 0.4649944590050724, 0.9111831645922147]",0.3908290641570098,0.14005066629129864,0.14007897653680376,2.0,0.3899980956352772,
11,sphere,409.245,890.347,410.245,891.347,0.029507561605366855,29.507561605366856,106.379,630320.424,53.18929779214254,,,,,,,,,
12,sphere,83.695,626.648,84.695,627.648,0.031073055406407188,31.07305540640719,104.185,592132.927,52.09269995313487,,,,,,,,,
13,sphere,873.242,417.711,874.242,418.711,0.024860434850628676,24.860434850628675,193.566,3797384.559,96.7829057486064,,,,,,,,,
14,polyhedron,777.844,380.139,778.844,381.139,0.034566420130394425,34.56642013039443,42.756,40925.25,,50.937726319396006,29.0,"[0.8299332533531116, 0.3274172983185246, 0.6291054010840795]",0.41443484622990934,0.114740468972285,0.2213109134366508,3.0,0.6656827792485698,
15,aggregate,836.974,849.89,837.974,850.89,0.02148992291935949,21.48992291935949,150.888,1798706.428,,76.00426133890537,,,,,,,,15.0
16,aggregate,342.465,983.508,343.465,984.508,0.026135598908505468,26.135598908505468,120.949,926403.75,,60.11003464058923,,,,,,,,14.0
17,polyhedron,993.512,525.721,994.512,526.721,0.02417940293760145,24.179402937601452,50.795,68620.5,,65.42737134666797,24.0,"[0.6603497835568319, 0.5154148053777954, 0.3721122323251882]",0.39469170225284417,0.14561836102423756,0.23069433617159374,3.0,0.4453043505645414,
18,sphere,153.044,109.044,154.044,110.044,0.026866559709994416,26.866559709994416,122.715,967578.766,61.35725283968746,,,,,,,,,
19,aggregate,456.16,846.753,457.16,847.753,0.02993558756804828,29.93558756804828,190.624,3626873.746,,98.67573637817355,,,,,,,,11.0
20,sphere,157.649,338.382,158.649,339.382,0.022570888577073202,22.5708885770732,163.742,2298672.644,81.87088896949294,,,,,,,,,
