particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,target_radius_um,num_sub_spheres,radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap
1,aggregate,645.606,501.695,646.606,502.695,0.029601684044846237,29.601684044846237,82.139,290169.0,53.216200659307724,7.0,,,,,,,,
2,sphere,393.204,723.543,394.204,724.543,0.02221130012626497,22.21130012626497,196.127,3950103.221,,,98.0633243396432,,,,,,,
3,sphere,588.038,948.82,589.038,949.82,0.026893748935471133,26.893748935471134,195.198,3894248.335,,,97.59891983725015,,,,,,,
4,polyhedron,574.442,393.79,575.442,394.79,0.03011435995358823,30.11435995358823,50.138,65991.472,75.7752656056506,,,26.0,"[0.3296008424436263, 0.4478572072777104, 0.7107361014389155]",0.4003672835907818,0.08910488274844423,0.1553237168274169,3.0,0.6313603889295974
5,sphere,617.487,701.968,618.487,702.968,0.031746186296328714,31.746186296328712,123.021,974849.524,,,61.510556793832905,,,,,,,
6,sphere,711.87,846.085,712.87,847.085,0.025197463387157587,25.197463387157587,109.675,690749.903,,,54.83746974541886,,,,,,,
7,sphere,866.811,522.465,867.811,523.465,0.03254934507030127,32.54934507030127,108.578,670237.925,,,54.28920263852844,,,,,,,
8,sphere,202.442,755.102,203.442,756.102,0.028591585524065953,28.59158552406595,117.071,840137.593,,,58.53567124571984,,,,,,,
9,polyhedron,431.517,939.445,432.517,940.445,0.022573611128687526,22.573611128687528,79.803,266102.267,90.14442711975127,,,30.0,"[0.6082201363031609, 0.3366622149245311, 0.8160087398905868]",0.3732307785163944,0.09168397122612938,0.20144768019979292,4.0,0.6730061086812987
10,aggregate,592.341,497.234,593.341,498.234,0.027721794760331132,27.721794760331132,140.749,1459930.5,71.9416811913524,15.0,,,,,,,,
11,aggregate,40.833,145.356,41.833,146.356,0.02311365698816368,23.11365698816368,96.958,477248.625,53.165725531319545,8.0,,,,,,,,
12,polyhedron,778.763,204.957,779.763,205.957,0.022660492728289426,22.660492728289427,43.144,42049.125,52.38372238052508,,,29.0,"[0.3956550222972527, 0.4787618375650562, 0.5534221311047435]",0.39291398057896176,0.1522394166625119,0.19092122269618497,4.0,0.6878024186817929
13,polyhedron,919.192,888.338,920.192,889.338,0.030840899073501023,30.840899073501024,103.469,579993.868,90.08681913515531,,,24.0,"[0.7525232170434595, 0.9419966449944255, 0.5419609813758455]",0.415035505292643,0.08518101164684028,0.16355653731999564,3.0,0.6336773305531592
14,aggregate,512.458,814.691,513.458,815.691,0.03152398114609559,31.523981146095586,100.274,527907.375,58.923442041663655,8.0,,,,,,,,
15,sphere,297.086,369.306,298.086,370.306,0.022761113249269764,22.761113249269766,137.169,1351332.349,,,68.58427014461,,,,,,,
16,polyhedron,377.731,357.933,378.731,358.933,0.022589172788396495,22.589172788396496,35.284,23000.625,51.363697987149955,,,15.0,"[0.47668568508013176, 0.7356750519062332, 0.5249965053113639]",0.31383258299810424,0.1139165902814344,0.19056647507627103,4.0,0.6548019261692068
17,sphere,232.961,128.059,233.961,129.059,0.021235867193614186,21.235867193614187,170.572,2598472.475,,,85.2857560581799,,,,,,,
18,sphere,814.254,862.206,815.254,863.206,0.020313719284814347,20.313719284814347,136.423,1329426.684,,,68.21165613527481,,,,,,,
19,sphere,696.392,958.676,697.392,959.676,0.02030484687357283,20.30484687357283,130.528,1164414.488,,,65.26389617208548,,,,,,,
20,aggregate,866.3,849.729,867.3,850.729,0.033309994081007974,33.30999408100797,120.028,905418.124,86.08571949717472,6.0,,,,,,,,
