particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,num_sub_spheres
1,sphere,481.307,682.599,482.307,683.599,0.02415229159668743,24.15229159668743,118.002,860332.611,59.000984532035744,,,,,,,,,
2,polyhedron,581.224,781.571,582.224,782.571,0.033454705456818695,33.454705456818694,84.486,315756.064,,99.94896463558061,26.0,"[0.6937022007932774, 0.42051903591635875, 0.8179509120504623]",0.28758901122755315,0.0845431360060524,0.25739752021504547,3.0,0.4081866945914748,
3,polyhedron,87.964,450.152,88.964,451.152,0.03363319569723386,33.63319569723386,77.716,245774.25,,73.19234420359727,26.0,"[0.6687228602100223, 0.46834690278143465, 0.8386072690881704]",0.31579999832810063,0.13208007889287762,0.16297283369114726,3.0,0.6435624944428313,
4,sphere,979.467,627.105,980.467,628.105,0.027386927869136355,27.386927869136354,148.742,1723071.01,74.37121138117253,,,,,,,,,
5,sphere,925.529,61.289,926.529,62.289,0.02224813681623691,22.248136816236908,187.132,3431147.783,93.56575755642572,,,,,,,,,
6,polyhedron,131.889,195.087,132.889,196.087,0.02915074070453691,29.150740704536908,77.427,243037.125,,69.28792706652246,29.0,"[0.9419420060562136, 0.4836216777219745, 0.783114069623783]",0.3422625947081848,0.10845065885976057,0.1973705098702426,3.0,0.5189474508327963,
7,aggregate,302.946,881.755,303.946,882.755,0.029656658357110476,29.656658357110476,100.474,531086.625,,71.95789384900955,,,,,,,,5.0
8,aggregate,500.297,384.327,501.297,385.327,0.028826467933533963,28.826467933533962,198.593,4101022.844,,93.33712534739905,,,,,,,,12.0
9,sphere,844.818,158.655,845.818,159.655,0.027653860134381876,27.653860134381876,121.514,939469.938,60.757247802068136,,,,,,,,,
10,sphere,360.725,230.711,361.725,231.711,0.03184061653580907,31.840616535809072,133.834,1255142.921,66.91675263663258,,,,,,,,,
11,sphere,410.335,864.194,411.335,865.194,0.02497662871638313,24.976628716383132,158.17,2071892.318,79.08477018889842,,,,,,,,,
12,aggregate,223.652,432.574,224.652,433.574,0.030654380802947523,30.65438080294752,96.64,472577.625,,62.186545738267284,,,,,,,,5.0
13,sphere,424.705,618.167,425.705,619.167,0.03118763024678985,31.18763024678985,157.475,2044706.528,78.73734953341415,,,,,,,,,
14,sphere,634.237,708.197,635.237,709.197,0.021585747375004356,21.585747375004356,130.514,1164049.95,65.25708483194272,,,,,,,,,
15,polyhedron,646.715,872.929,647.715,873.929,0.028440423814741055,28.440423814741056,110.985,715803.276,,99.36492538411898,31.0,"[0.9408539670837757, 0.6427697897717236, 0.7374218984506344]",0.503638146906891,0.1429493530912658,0.2583001729696865,4.0,0.471198453738549,
16,aggregate,591.633,162.643,592.633,163.643,0.03377799133618169,33.777991336181685,153.968,1911147.525,,81.51905775576283,,,,,,,,14.0
17,aggregate,32.384,544.353,33.384,545.353,0.020175308757761856,20.175308757761854,131.589,1193057.002,,79.64103709782843,,,,,,,,6.0
18,sphere,255.116,724.725,256.116,725.725,0.026687017739521972,26.687017739521973,146.706,1653248.297,73.35276543383478,,,,,,,,,
19,sphere,295.709,940.572,296.709,941.572,0.03184694468422307,31.846944684223068,156.855,2020646.08,78.42729106602626,,,,,,,,,
20,polyhedron,239.308,233.541,240.308,234.541,0.02708328737700082,27.083287377000822,91.158,396623.787,,85.83218796403861,25.0,"[0.3744599111441275, 0.8691484731863296, 0.9538906000545747]",0.3147629496680189,0.138109889393351,0.14928043138970123,3.0,0.4572576602366582,
