particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,num_sub_spheres
1,sphere,197.567,254.949,198.567,255.949,0.03441961163653946,34.419611636539464,112.718,749863.422,56.35916110377117,,,,,,,,,
2,polyhedron,110.789,659.488,111.789,660.488,0.02039813563717717,20.39813563717717,86.937,344041.282,,76.51210966027946,31.0,"[0.7952069658981579, 0.7695856938924746, 0.5217437525952174]",0.5133996207224012,0.144777106296418,0.1559529598653919,4.0,0.46045321375334297,
3,aggregate,444.806,182.574,445.806,183.574,0.028824158064492476,28.824158064492476,145.339,1607462.128,,77.79419752303257,,,,,,,,13.0
4,aggregate,115.866,875.866,116.866,876.866,0.022422609475736866,22.422609475736866,92.044,408304.125,,50.01798642445193,,,,,,,,13.0
5,sphere,260.81,914.489,261.81,915.489,0.025558871449710897,25.558871449710896,193.998,3822885.475,96.9990675587156,,,,,,,,,
6,sphere,105.587,165.538,106.587,166.538,0.02386669449359548,23.86669449359548,194.739,3866846.414,97.36946217687074,,,,,,,,,
7,sphere,123.68,257.173,124.68,258.173,0.020631469243302267,20.631469243302266,150.367,1780148.471,75.1834998766482,,,,,,,,,
8,polyhedron,439.129,495.524,440.129,496.524,0.030254161342093758,30.25416134209376,39.926,33324.75,,66.98351850935254,24.0,"[0.31013910845388726, 0.5195844545254574, 0.43792854850647944]",0.39210861780742823,0.09917317409899787,0.1418800438867855,3.0,0.512305532284908,
9,sphere,56.4,158.2,57.4,159.2,0.030999127884973554,30.999127884973554,105.983,623307.575,52.991302999616316,,,,,,,,,
10,polyhedron,991.275,322.659,992.275,323.659,0.023154262159064062,23.15426215906406,62.092,125344.125,,62.16699809822136,29.0,"[0.40393762741735884, 0.8114749316965765, 0.6482621551717201]",0.3981446301446616,0.13107416729109653,0.15588884195496672,3.0,0.43299610552735585,
11,sphere,453.332,373.505,454.332,374.505,0.03400735425930717,34.00735425930717,150.989,1802327.238,75.49444769794133,,,,,,,,,
12,aggregate,304.596,556.336,305.596,557.336,0.028037182051013236,28.037182051013236,154.376,1926374.036,,79.14893851085078,,,,,,,,12.0
13,aggregate,38.192,591.329,39.192,592.329,0.024741526612988885,24.741526612988885,138.871,1402266.137,,87.75895315542755,,,,,,,,6.0
14,aggregate,504.363,780.168,505.363,781.168,0.02455921421816448,24.559214218164477,138.12,1379649.375,,74.91293342010422,,,,,,,,14.0
15,sphere,883.976,340.083,884.976,341.083,0.03219207752645503,32.19207752645503,147.235,1671207.917,73.61742541291599,,,,,,,,,
16,polyhedron,801.981,536.926,802.981,537.926,0.031842406759790456,31.842406759790457,82.795,297169.263,,83.18094063688169,17.0,"[0.6061099654058648, 0.9246672240620805, 0.7254897586148383]",0.4846851079499674,0.13753656694524674,0.19214972545807762,4.0,0.4974576159405254,
17,sphere,547.794,119.047,548.794,120.047,0.03333261689354104,33.332616893541044,195.313,3901142.536,97.65648078822883,,,,,,,,,
18,sphere,244.017,444.333,245.017,445.333,0.03196397898312487,31.96397898312487,113.089,757284.118,56.544462453660294,,,,,,,,,
19,polyhedron,858.099,636.242,859.099,637.242,0.0305479077521022,30.547907752102198,43.38,42744.375,,50.095092400919725,24.0,"[0.5403630518586839, 0.7289336989411783, 0.4427368376903734]",0.4084499781510103,0.12956414370285005,0.14531447836910374,2.0,0.5380576386060789,
20,sphere,862.74,902.043,863.74,903.043,0.021081956094273012,21.08195609427301,129.225,1129899.395,64.61257593013427,,,,,,,,,
