dataset_id,particle_id,shape_label,match_valid,match_distance_px,area_px,perimeter_px,equiv_diam_px,solidity,eccentricity,extent,major_axis_px,minor_axis_px,circularity,aspect_ratio,mip_mean,mip_std,mip_max,mip_median,mip_contrast,mip_energy,mip_skewness,mip_entropy,mip_gradient,mip_iqr
0013,5,irregular,1,0.803004706464793,192,50.49,15.6352803808934,0.914285714285714,0.33109582465117,0.627450980392157,16.379097517043,15.4552695058811,0.946455831271822,1.0597743061556,1.65838453932473,0.392429354045206,3.37783861160278,1.50841867923737,0.465060248439176,2.90413054703691,2.0162248866849,3.38144503430122,0.0943755512795049,0.174230098724365
0013,19,irregular,1,0.607675164149322,1174,146.475,38.6624265342862,0.863870493009566,0.520801267119357,0.620507399577167,42.5814287459503,36.3508267463096,0.687623875240428,1.1714019338026,1.91425687377913,0.498479403035414,4.08386135101318,1.72041583061218,0.510648738385904,3.91281750077782,1.91837233296102,3.57052489914725,0.0877872627413378,0.295241832733154
0013,18,circular,1,9.68321522420489,72,61.548,9.57461472963438,0.464516129032258,0.942791462703037,0.327272727272727,22.7228748463072,7.57542131513329,0.238844073904365,2.99955261906213,1.61451267637904,0.197652646800047,2.56022596359253,1.59453898668289,0.388986307704372,2.64568674576234,0.667465974272884,4.09264996016594,0.140194393146795,0.249107956886292
0013,15,circular,1,0.289293086565131,1168,151.553,38.5635033192093,0.843321299638989,0.261645999655404,0.603305785123967,39.6279607009288,38.2474774481733,0.639033508410497,1.0360934457606,1.8778937059839,0.517570155390893,4.00801229476929,1.69291853904724,0.529848805137074,3.79431725880534,1.72070032823394,3.77778582949948,0.0893407734524056,0.325513243675232
0013,13,irregular,1,2.76747346172016,533,93.851,26.0506559868239,0.87953795379538,0.658328225148672,0.636798088410992,30.4910624715044,22.9515677348352,0.760430038636083,1.32849584933695,1.86070930834548,0.43745068121544,3.84160447120667,1.697594165802,0.470001101164945,3.65353400652084,1.89221062359734,3.67344729157873,0.0939802782246284,0.325207591056824
0013,NaN,unmatched,0,NaN,19,17.616,4.91849075936593,0.791666666666667,0.850908714735248,0.395833333333333,7.66673387233583,4.02743943092187,0.769394117835631,1.90362487228788,1.66327500277823,0.192357153791055,2.25988745689392,1.6488556265831,0.346140668511908,2.80343418355485,0.09363124519332,4.39863803339874,0.14039840865044,0.248458743095398
0013,NaN,unmatched,0,NaN,8,11.231,3.19153824321146,0.8,0.899263771717399,0.4,6.03688873066747,2.64057590692007,0.797008579654942,2.28620154976299,1.6827185400327,0.189079192228968,2.43137335777283,1.6668564081192,0.34347375564827,2.86723304100219,0.267334132153106,4.23075956743218,0.143199305059118,0.233974099159241
0013,NaN,unmatched,0,NaN,39,33.354,7.04672563994593,0.619047619047619,0.955736791812849,0.333333333333333,15.4429460026949,4.54367019164521,0.440533178082231,3.39878233923999,1.63822463425723,0.194094473149847,2.43137335777283,1.63347566127777,0.400429854907833,2.72141325141888,0.147936566325123,4.1253579701206,0.13473249048402,0.22757351398468
0013,NaN,unmatched,0,NaN,17,23.984,4.65242649168128,0.515151515151515,0.933945978348679,0.242857142857143,11.8038744019768,4.21887231248965,0.371377470953413,2.79787429617919,1.65673610796163,0.178864215141017,2.35933423042297,1.64204001426697,0.320244555229385,2.77672744208253,0.560128956299193,4.25280095395741,0.133245237983227,0.23669970035553
0013,NaN,unmatched,0,NaN,39,35.05,7.04672563994593,0.609375,0.878528953154087,0.272727272727273,13.2931700316293,6.35000245932235,0.398931588629252,2.09341179263857,1.62059555363678,0.214981374912937,2.38801884651184,1.63877618312836,0.408604049100781,2.6725017621269,-0.0208205835787599,4.29578361222667,0.137382618745523,0.263689398765564
0013,1,irregular,1,0.780274334650652,710,113.509,30.0665940332783,0.888610763454318,0.874850676262166,0.593645484949833,43.6039831473511,21.1214514169226,0.692480610313976,2.06444066208516,1.66639986311396,0.299805215531318,3.14176058769226,1.55854135751724,0.419751598668434,2.86675294538615,1.86436946981937,3.55347773919988,0.0873068984862972,0.196674346923828
0013,14,irregular,1,1.55864552789594,236,97.697,17.3344896826384,0.595959595959596,0.73354315201342,0.416225749559083,23.8057931188372,16.1794377924596,0.310712990610809,1.47136095976906,1.70740045174825,0.182115166988167,2.4790780544281,1.67830383777618,0.304356353478452,2.94836502550234,0.910968558846104,4.22656503622051,0.10444139629334,0.234127402305603
0013,14,irregular,1,12.9259972212627,11,13.216,3.74241031850956,0.785714285714286,0.897680364984566,0.366666666666667,6.99724748190809,3.08331756978739,0.791411741488409,2.26938916395517,1.73555399216138,0.19881244314725,2.46571326255798,1.707903444767,0.301901900496873,3.05161323743049,0.811588151134139,4.37325253493252,0.121094156105155,0.25767993927002
0013,8,irregular,1,2.2856824152919,146,99.401,13.6342573516614,0.477124183006536,0.76514493564378,0.280769230769231,24.0958915178223,15.5143344537439,0.185686877295923,1.55313729955122,1.6446724453698,0.165844238380895,2.55601835250854,1.61578071117401,0.328723105151785,2.73243681596749,0.99488563590669,3.95880776806537,0.100568943306552,0.213633060455322
0013,NaN,unmatched,0,NaN,10,10.214,3.56824823230554,1,0.89164853508037,0.5,5.66476021633881,2.56459711417832,1.20453148657108,2.20883045723686,1.9415821715196,0.257513615870777,3.44171619415283,1.90602391958237,0.368292380709932,3.83594406901766,2.26044976933509,3.643817802599,0.0901806930862918,0.221041083335876
0013,9,circular,1,10.8098651005351,1100,187.753,37.4241031850956,0.742240215924426,0.803755890987302,0.415721844293273,54.9527478189375,32.694643713213,0.39212883492429,1.68078748008284,1.97657337184161,0.557979306277356,4.17194700241089,1.81575906276703,0.57154600863095,4.21814598548123,1.6376047915295,3.95128799403645,0.0865244963539282,0.401658654212952
0013,9,circular,1,12.1556332391356,1215,182.568,39.3317435013148,0.763190954773869,0.751455900910324,0.50625,50.7578088248361,33.4891556084062,0.458075248658577,1.51564910797856,2.00379539649721,0.578563439516584,4.17194700241089,1.84293043613434,0.561624324851405,4.34988741417049,1.50018977475259,4.07491569461838,0.0881605246545201,0.438031792640686
0013,NaN,unmatched,0,NaN,8955,570.559,106.779492989541,0.747995322418978,0.915171054875723,0.448198198198198,184.164054808732,74.2302095087209,0.345680063883115,2.48098524883047,1.76520872928357,0.688538975192833,5.20859718322754,1.5232013463974,0.670919218044524,3.59004003356829,2.37099082758812,3.42252180058526,0.0727206255591327,0.45300030708313
0013,NaN,unmatched,0,NaN,185,68.288,15.3476159639211,0.717054263565892,0.505505746594668,0.44047619047619,17.9681746280752,15.5033586148673,0.49853173066906,1.1589859381079,1.82262547670341,0.160393802259694,2.6524806022644,1.80083572864532,0.286566191827109,3.34767411344153,0.697947853230083,4.07763742866471,0.0772196723124026,0.216331362724304
0013,3,irregular,1,2.42811575154953,1045,135.533,36.4765037284036,0.886344359626802,0.678867824905263,0.592403628117914,43.1936102749778,31.7153617140137,0.714884780920741,1.36191447742159,1.921402082054,0.45792262158625,4.11083793640137,1.77891510725021,0.532076276270286,3.90144079516146,1.92043987648011,3.6866278431634,0.0838446707888672,0.315063834190369
0013,11,irregular,1,0.969400184821014,1022,148.948,36.0728542635503,0.843234323432343,0.621496504029802,0.642363293526084,41.7960307808823,32.7437183677755,0.578883815421693,1.27645951236911,1.59348190618598,0.231459076712904,2.92880058288574,1.50834035873413,0.397117464573931,2.59274753720558,1.37090194793195,3.73787573352545,0.102583002990793,0.279160737991333
0013,10,circular,1,0.774283215308837,1307,160.484,40.7936770219216,0.870752831445703,0.278388629678785,0.691534391534392,42.1838949631476,40.5163030083719,0.6377081549596,1.04115854189439,1.78957707740163,0.46859341385949,3.6924831867218,1.68320125341415,0.534097468360794,3.4221293312241,1.34715176210056,4.21454627395454,0.0787996848797978,0.491017460823059
