particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,num_sub_spheres
1,sphere,126.28,454.504,127.28,455.504,0.025360049332548096,25.360049332548094,194.042,3825465.566,97.02088443137981,,,,,,,,,
2,sphere,46.912,644.868,47.912,645.868,0.03181780030063672,31.817800300636716,125.856,1043807.859,62.928008004747625,,,,,,,,,
3,sphere,374.53,813.339,375.53,814.339,0.029341937894994473,29.341937894994473,183.388,3229331.152,91.69408565780793,,,,,,,,,
4,polyhedron,798.141,128.105,799.141,129.105,0.029207476694917384,29.207476694917382,62.93,130488.749,,89.05304410428826,16.0,"[0.7394954101299938, 0.7794214054090642, 0.16154785111690467]",0.49257376257789026,0.09365976128285412,0.21557483633577357,2.0,0.4679191275977289,
5,sphere,811.887,466.759,812.887,467.759,0.024857727347695917,24.857727347695917,107.916,658043.86,53.95794616984467,,,,,,,,,
6,aggregate,188.892,848.96,189.892,849.96,0.03425950062710505,34.25950062710505,184.509,3288926.679,,99.5831664179997,,,,,,,,10.0
7,polyhedron,464.238,519.555,465.238,520.555,0.031381870922810216,31.381870922810215,71.025,187597.489,,76.46083017259465,24.0,"[0.8279252832711506, 0.4727819886423237, 0.6006573275608955]",0.30029274830986113,0.1326046808318087,0.2136084938224233,3.0,0.6106628244398026,
8,sphere,613.775,674.938,614.775,675.938,0.029490606354594565,29.490606354594565,110.287,702375.839,55.14341414271806,,,,,,,,,
9,polyhedron,561.751,963.892,562.751,964.892,0.024198125952297516,24.198125952297517,53.89,81945.0,,62.714796490017314,18.0,"[0.9394506077617518, 0.8014437191183125, 0.5455932854223219]",0.44898577072232904,0.0890983626125969,0.1848575964799396,4.0,0.6949488844238582,
10,sphere,850.436,780.489,851.436,781.489,0.02009563860090496,20.09563860090496,172.077,2667880.486,86.03845182010377,,,,,,,,,
11,sphere,579.732,846.826,580.732,847.826,0.020577871587986962,20.577871587986962,101.978,555280.214,50.9887693067298,,,,,,,,,
12,aggregate,331.702,140.095,332.702,141.095,0.02558859650469365,25.58859650469365,141.92,1496674.125,,71.49583748210014,,,,,,,,14.0
13,aggregate,585.273,504.448,586.273,505.448,0.02939555178837786,29.39555178837786,144.247,1571515.046,,88.34640161740546,,,,,,,,6.0
14,polyhedron,912.792,259.352,913.792,260.352,0.033491035756315984,33.49103575631599,45.474,49236.347,,77.82470381175204,20.0,"[0.34715101826604294, 0.29583360985620727, 0.6971531601371725]",0.3500039480149362,0.10257572241218633,0.2519200672841821,4.0,0.7124031981551325,
15,polyhedron,154.586,685.371,155.586,686.371,0.02168779505439794,21.68779505439794,39.373,31957.875,,65.27090294802389,27.0,"[0.342841121843781, 0.9196318353708245, 0.22072982212811412]",0.3320121383773856,0.10314479167875855,0.24147293751607896,2.0,0.4171026854392772,
16,aggregate,677.888,993.936,678.888,994.936,0.02282932826256423,22.829328262564232,106.344,629707.5,,72.94980831219227,,,,,,,,5.0
17,aggregate,79.13,556.18,80.13,557.18,0.027503245050374475,27.503245050374474,207.934,4707314.783,,99.67667092747755,,,,,,,,14.0
18,sphere,643.767,507.451,644.767,508.451,0.024125644755027632,24.125644755027633,167.82,2474752.36,83.91012716672643,,,,,,,,,
19,sphere,503.326,690.168,504.326,691.168,0.020134363043149445,20.134363043149445,162.642,2252663.884,81.32097849367207,,,,,,,,,
20,sphere,263.966,729.588,264.966,730.588,0.02650410217841402,26.504102178414023,101.245,543393.879,50.622319947041625,,,,,,,,,
