Particle_ID,x_pixel,y_pixel,radius_m,diameter_um,z_position_m
1,887.554405410102,575.0344133785618,4.0392018181471576e-05,80.78403636294316,0.030819999999999997
2,693.7694252431169,207.44314830777986,4.836152005152759e-05,96.72304010305518,0.022879999999999998
3,531.7134559859976,325.0303857182897,3.164040060976942e-05,63.28080121953884,0.029759999999999998
4,897.5575238814155,457.4384006334167,3.736770125568314e-05,74.73540251136627,0.03496
5,97.29302402995201,725.1312340554642,4.64355716319253e-05,92.8711432638506,0.02608
6,967.8824880341086,616.3520399878479,2.533682839771925e-05,50.6736567954385,0.03338
7,697.8445578958435,307.49467066581906,4.8492135621948665e-05,96.98427124389733,0.02326
8,482.39090704665625,258.5121075894286,3.852865502507823e-05,77.05731005015646,0.027899999999999998
9,576.5125606928757,377.6728502707992,3.127882988611579e-05,62.557659772231574,0.02712
10,99.67136237731106,304.0089675573397,4.592389527394691e-05,91.84779054789382,0.02044
11,614.5942321404412,686.7751053212404,4.526048416863232e-05,90.52096833726465,0.031939999999999996
12,899.7914483225491,696.343957095401,2.9421838852302015e-05,58.843677704604026,0.021539999999999997
13,416.288693318956,252.16367798771995,2.694785453167808e-05,53.89570906335616,0.024499999999999997
14,512.118239083763,681.0078721251616,4.0817923747549406e-05,81.63584749509882,0.034559999999999994
15,360.5698758300516,70.73108270827234,3.4789667112121466e-05,69.57933422424293,0.02054
