particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,target_radius_um,num_sub_spheres,radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap
1,aggregate,25.813,22.475,26.813,23.475,0.020957404599857427,20.957404599857426,109.89,694821.375,56.2489050148651,12.0,,,,,,,,
2,sphere,219.842,398.27,220.842,399.27,0.025435950890906875,25.435950890906874,157.437,2043253.956,,,78.71869995430154,,,,,,,
3,sphere,504.18,641.888,505.18,642.888,0.02301405360458381,23.01405360458381,124.303,1005634.895,,,62.151351241162146,,,,,,,
4,polyhedron,966.501,195.702,967.501,196.702,0.02550226107093012,25.50226107093012,98.344,498014.738,75.25894840006285,,,35.0,"[0.7995133250536737, 0.9445797011807029, 0.6190372779075752]",0.3794911484326153,0.09986063009003261,0.21085667531773855,4.0,0.6889446227587959
5,polyhedron,103.394,441.785,104.394,442.785,0.022113310096825923,22.113310096825924,62.409,127276.812,94.35554325489497,,,15.0,"[0.25657138868485735, 0.5065003751181792, 0.7945194317131797]",0.3338769145037843,0.1390941201250689,0.2164125467113649,2.0,0.6853418517150133
6,sphere,769.559,997.518,770.559,998.518,0.025647062909609775,25.647062909609776,103.469,580006.026,,,51.73462422181397,,,,,,,
7,sphere,44.597,261.254,45.597,262.254,0.025666723483184595,25.666723483184594,139.229,1413136.857,,,69.61431244446864,,,,,,,
8,polyhedron,300.363,263.608,301.363,264.608,0.023985075931081783,23.985075931081784,28.89,12625.875,53.102955060111725,,,16.0,"[0.3960330282908587, 0.3577547305483793, 0.7079543412240678]",0.4321148654483148,0.10776239910327376,0.24046959826853576,4.0,0.6752346825403287
9,polyhedron,102.279,753.478,103.279,754.478,0.027592220544481634,27.592220544481634,77.915,247660.875,59.10194931868989,,,35.0,"[0.8028556270471974, 0.8729994299980259, 0.5271794114638256]",0.5113910899859742,0.09984214968728523,0.235318829515112,2.0,0.49689024418408684
10,aggregate,135.266,933.719,136.266,934.719,0.02626624327803658,26.26624327803658,96.493,470414.25,55.95786401496489,6.0,,,,,,,,
11,sphere,173.82,764.439,174.82,765.439,0.030755966800136897,30.755966800136896,106.928,640140.437,,,53.4640947282366,,,,,,,
12,sphere,150.07,173.969,151.07,174.969,0.029327554492319226,29.327554492319226,149.746,1758173.089,,,74.87284569475482,,,,,,,
13,polyhedron,140.504,517.883,141.504,518.883,0.02117039291074879,21.170392910748788,63.822,136113.75,56.27411825597405,,,22.0,"[0.6537391200132341, 0.8449930371682208, 0.7462290793808855]",0.4268409453657455,0.0994110728526786,0.21257657280588044,2.0,0.5859008207649764
14,sphere,654.927,145.053,655.927,146.053,0.03432172589283759,34.32172589283759,189.669,3572611.605,,,94.8343630850344,,,,,,,
15,aggregate,221.999,555.052,222.999,556.052,0.02135585969084454,21.35585969084454,181.035,3106631.138,88.73049105592126,15.0,,,,,,,,
16,aggregate,411.308,425.542,412.308,426.542,0.029445212150869978,29.445212150869978,106.369,630142.878,77.01218232915869,6.0,,,,,,,,
17,sphere,839.793,559.566,840.793,560.566,0.03447115621290404,34.471156212904035,118.142,863391.955,,,59.0708376517714,,,,,,,
18,sphere,542.283,477.17,543.283,478.17,0.03353103582015415,33.531035820154145,174.92,2802304.768,,,87.45988839703259,,,,,,,
19,aggregate,837.292,379.533,838.292,380.533,0.021038957799720953,21.038957799720954,184.792,3304084.51,93.50334801920843,15.0,,,,,,,,
20,sphere,549.342,979.385,550.342,980.385,0.028750512884848464,28.750512884848465,157.889,2060898.474,,,78.94464257792492,,,,,,,
