particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,radius_um,num_sub_spheres
1,polyhedron,443.171,680.801,444.171,681.801,0.02940406606242174,29.40406606242174,66.513,154072.125,56.50233048985034,24.0,"[0.8897041987036545, 0.9116646031235058, 0.7070761217681707]",0.33384224908522175,0.11328683902345368,0.24763628444101982,3.0,0.6745899154428366,,
2,sphere,696.878,498.237,697.878,499.237,0.02123720590063858,21.23720590063858,146.029,1630476.927,,,,,,,,,73.01442724206385,
3,sphere,603.208,72.264,604.208,73.264,0.02478959886665793,24.78959886665793,180.047,3056035.408,,,,,,,,,90.02364449340712,
4,aggregate,968.462,216.063,969.462,217.063,0.020178387105297346,20.178387105297347,144.049,1565041.5,73.59350434734058,,,,,,,,,12.0
5,sphere,637.271,290.885,638.271,291.885,0.02061652629208913,20.61652629208913,119.771,899599.052,,,,,,,,,59.88528581695625,
6,sphere,725.698,706.243,726.698,707.243,0.027022735284890447,27.022735284890448,183.248,3221936.789,,,,,,,,,91.62404665124527,
7,sphere,542.992,978.921,543.992,979.921,0.020886615718396003,20.886615718396005,178.903,2998113.349,,,,,,,,,89.45126354621988,
8,aggregate,343.948,812.166,344.948,813.166,0.030753550958649747,30.753550958649747,157.388,2041321.239,88.23322447893952,,,,,,,,,12.0
9,sphere,951.038,514.992,952.038,515.992,0.021765567826474014,21.765567826474015,192.967,3762246.601,,,,,,,,,96.48346304788265,
10,polyhedron,771.497,520.901,772.497,521.901,0.022975807623225743,22.975807623225744,63.54,134319.924,83.88150942473122,21.0,"[0.5735508850897608, 0.6612825622961607, 0.4952524926596177]",0.506201327915843,0.08472515625876659,0.14303450008676802,4.0,0.43489860112985107,,
11,polyhedron,723.869,230.091,724.869,231.091,0.023885161659347554,23.885161659347553,53.533,80328.81,89.67736539361835,20.0,"[0.2967468870094513, 0.3018019736911848, 0.8127875648434961]",0.4518153240591655,0.12534844556976607,0.2531185871296203,2.0,0.6399661523322451,,
12,polyhedron,441.881,118.104,442.881,119.104,0.034687399136739384,34.68739913673939,96.828,475341.727,94.71968569586697,29.0,"[0.40323783790730594, 0.7400045489174055, 0.6786042089104746]",0.37585574018181944,0.1502193907754321,0.15871121058346804,2.0,0.6193307149678169,,
13,sphere,717.526,443.584,718.526,444.584,0.02453979852795897,24.53979852795897,187.054,3426874.529,,,,,,,,,93.52689822253475,
14,aggregate,982.649,403.072,983.649,404.072,0.02368506757355626,23.68506757355626,130.437,1161974.62,83.46595688825433,,,,,,,,,8.0
15,sphere,790.537,959.101,791.537,960.101,0.022315619087753827,22.315619087753827,194.318,3841817.367,,,,,,,,,97.15892523751675,
16,aggregate,837.199,96.55,838.199,97.55,0.03427119791644801,34.27119791644801,127.185,1077234.142,94.62256730601416,,,,,,,,,6.0
17,aggregate,567.253,760.025,568.253,761.025,0.023535518310519053,23.535518310519052,145.783,1622264.891,81.97376661111095,,,,,,,,,11.0
18,sphere,492.036,576.08,493.036,577.08,0.02545924292241171,25.45924292241171,117.043,839518.907,,,,,,,,,58.521298970134936,
19,sphere,554.643,490.102,555.643,491.102,0.03189726368616357,31.897263686163573,101.626,549557.531,,,,,,,,,50.81300175553901,
20,polyhedron,588.174,809.249,589.174,810.249,0.029351364784641544,29.351364784641543,88.131,358417.943,76.54379198931679,26.0,"[0.570606614836047, 0.7866005801729484, 0.9718962728448194]",0.4784243742993297,0.11271206928987472,0.22998545023559328,3.0,0.5992203067134108,,
