particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,radius_um,num_sub_spheres
1,polyhedron,81.197,295.631,82.197,296.631,0.026368004803413836,26.368004803413836,55.516,89588.291,88.16819110183654,21.0,"[0.3139441732363991, 0.7498347377637335, 0.3721184551713469]",0.30132270538915196,0.11813348307857949,0.16276451620387267,4.0,0.5141246980294529,,
2,sphere,901.578,202.25,902.578,203.25,0.022105841900952307,22.105841900952306,134.483,1273518.475,,,,,,,,,67.24173026146596,
3,sphere,844.839,452.887,845.839,453.887,0.020179714029298388,20.17971402929839,189.159,3543910.717,,,,,,,,,94.57972659582246,
4,aggregate,347.183,784.394,348.183,785.394,0.026035561310574617,26.035561310574618,126.352,1056192.75,65.0466503680625,,,,,,,,,13.0
5,polyhedron,912.294,83.038,913.294,84.038,0.026134198643835378,26.13419864383538,63.156,131898.375,54.56983070387064,32.0,"[0.7782070516595861, 0.8499527528203311, 0.6106994875516457]",0.3594645014861575,0.13791969761832248,0.14341661568517977,3.0,0.5322454098618997,,
6,sphere,507.853,575.73,508.853,576.73,0.026553949418474405,26.553949418474406,152.014,1839285.777,,,,,,,,,76.00699005172486,
7,sphere,424.108,899.549,425.108,900.549,0.027254062099125967,27.254062099125967,141.51,1483750.515,,,,,,,,,70.75504711477052,
8,sphere,59.588,735.531,60.588,736.531,0.024572739340258963,24.572739340258963,177.152,2910942.576,,,,,,,,,88.575784934303,
9,sphere,803.859,111.317,804.859,112.317,0.03487710876918796,34.87710876918796,100.861,537242.324,,,,,,,,,50.430569190003695,
10,aggregate,274.103,924.998,275.103,925.998,0.03037086687432724,30.370866874327238,138.555,1392734.635,79.75936193738752,,,,,,,,,8.0
11,sphere,236.994,428.618,237.994,429.618,0.020193098384628228,20.19309838462823,190.65,3628349.304,,,,,,,,,95.32500285850327,
12,polyhedron,119.918,677.044,120.918,678.044,0.027910628406285252,27.91062840628525,94.264,438565.787,93.38742281507939,16.0,"[0.8198137118373345, 0.970249327501009, 0.9740041750492239]",0.4549403889757695,0.09058384733129295,0.23240802906690683,3.0,0.7024280204793589,,
13,sphere,354.319,449.859,355.319,450.859,0.02863321805512086,28.63321805512086,111.646,728660.049,,,,,,,,,55.82286427422064,
14,sphere,863.351,317.97,864.351,318.97,0.021686788097034383,21.686788097034384,170.273,2584853.661,,,,,,,,,85.13649837488106,
15,sphere,452.189,827.28,453.189,828.28,0.022023611003010323,22.023611003010323,180.544,3081409.267,,,,,,,,,90.27210958167367,
16,polyhedron,533.539,248.541,534.539,249.541,0.021183199532386978,21.18319953238698,43.241,42332.625,50.96806365313701,17.0,"[0.8379801432198986, 0.7022317941735892, 0.4812022959110981]",0.3355514737082359,0.151490779959811,0.2219626152573737,2.0,0.5159619329843196,,
17,aggregate,586.228,602.222,587.228,603.222,0.03462525223609142,34.62525223609142,94.258,438486.75,58.846987227043854,,,,,,,,,5.0
18,polyhedron,283.44,250.538,284.44,251.538,0.024259339063846214,24.259339063846216,34.475,21454.875,56.68861077397759,15.0,"[0.9911784722612416, 0.4885806505113425, 0.20640049439445624]",0.5018569359299939,0.10700262160051749,0.21200158880117553,2.0,0.5895680514345898,,
19,aggregate,52.621,476.565,53.621,477.565,0.03397208701345391,33.97208701345391,169.629,2555640.395,82.68439230069623,,,,,,,,,12.0
20,aggregate,847.049,727.728,848.049,728.728,0.020398910269518337,20.39891026951834,135.419,1300291.045,88.10204352813084,,,,,,,,,5.0
