Particle_ID,x_pixel,y_pixel,radius_m,diameter_um,z_position_m
1,1242.8243098741277,917.7637975035123,4.9999999999999996e-05,99.99999999999999,0.043399999999999994
2,2013.1339111038756,967.6872819052708,4.9999999999999996e-05,99.99999999999999,0.030379999999999997
3,1766.0739129055373,1220.2510693951037,4.9999999999999996e-05,99.99999999999999,0.037599999999999995
4,1918.828222359722,851.2935018966576,4.9999999999999996e-05,99.99999999999999,0.044739999999999995
5,499.4393484199687,530.2035457795562,4.9999999999999996e-05,99.99999999999999,0.04078
6,1228.2783696953913,430.7199052925007,4.9999999999999996e-05,99.99999999999999,0.032999999999999995
7,1608.4173501552214,1712.9636011163095,4.9999999999999996e-05,99.99999999999999,0.032459999999999996
8,1709.432606943025,508.3610066002923,4.9999999999999996e-05,99.99999999999999,0.030459999999999997
9,338.01748206729263,1550.597990722277,4.9999999999999996e-05,99.99999999999999,0.03716
10,1705.8033935541341,104.13568320562578,4.9999999999999996e-05,99.99999999999999,0.03482
11,906.0477050085298,1347.733976160209,4.9999999999999996e-05,99.99999999999999,0.037399999999999996
12,1164.2170844582454,1781.3904982821437,4.9999999999999996e-05,99.99999999999999,0.0397
13,1264.9610291623314,710.4455993234983,4.9999999999999996e-05,99.99999999999999,0.03158
14,318.86778306453766,325.5625605613348,4.9999999999999996e-05,99.99999999999999,0.03745999999999999
15,74.81157100587554,584.4847686624104,4.9999999999999996e-05,99.99999999999999,0.03362
