particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,radius_um,num_sub_spheres
1,polyhedron,457.168,249.604,458.168,250.604,0.028318771805237522,28.31877180523752,124.756,1016665.847,91.1380806635415,36.0,"[0.29786294207813147, 0.8707233789944365, 0.6869147392537551]",0.6351689542281734,0.18254311617558422,0.35,3.0,0.4668120392977029,,
2,sphere,784.743,796.819,785.743,797.819,0.03419040594225996,34.19040594225996,159.368,2119354.608,,,,,,,,,79.6841002233177,
3,aggregate,599.474,115.997,600.474,116.997,0.02924248550036182,29.24248550036182,100.789,536088.375,62.66916769195936,,,,,,,,,6.0
4,sphere,691.448,39.914,692.448,40.914,0.0268147694276262,26.8147694276262,158.826,2097788.87,,,,,,,,,79.41289999846103,
5,aggregate,315.026,471.702,316.026,472.702,0.026634711906018398,26.6347119060184,148.346,1709326.115,91.26997555981606,,,,,,,,,6.0
6,aggregate,807.154,931.747,808.154,932.747,0.03158162598656571,31.58162598656571,105.889,621664.875,52.86159700766302,,,,,,,,,14.0
7,sphere,694.474,711.771,695.474,712.771,0.02581762542745475,25.81762542745475,131.096,1179691.486,,,,,,,,,65.54807549603831,
8,polyhedron,39.138,230.613,40.138,231.613,0.027876324544508918,27.87632454450892,147.042,1664662.956,82.04443172930797,38.0,"[0.3728134781937219, 0.3744301509074002, 0.8608586469677022]",0.7114138908855898,0.20671633136341383,0.35,4.0,0.31398301325650596,,
9,sphere,73.25,357.982,74.25,358.982,0.03191685545743827,31.91685545743827,134.139,1263749.413,,,,,,,,,67.06935336908639,
10,sphere,925.905,450.862,926.905,451.862,0.02958520473896247,29.58520473896247,121.195,932089.656,,,,,,,,,60.59773055402713,
11,polyhedron,996.949,295.914,997.949,296.914,0.02093094659810233,20.93094659810233,59.233,108813.375,50.1154386293371,23.0,"[0.5936965311523854, 0.3467725428865313, 0.2794777036339393]",0.5936533282999694,0.18715128698842798,0.35,4.0,0.4542832308121363,,
12,sphere,397.495,413.547,398.495,414.547,0.02877129054207405,28.771290542074052,197.088,4008503.761,,,,,,,,,98.54423642728689,
13,aggregate,336.11,210.751,337.11,211.751,0.021549252186605746,21.549252186605745,112.215,739854.0,56.40263052738935,,,,,,,,,13.0
14,polyhedron,978.049,615.244,979.049,616.244,0.026374690784991522,26.37469078499152,135.397,1299640.911,78.21963401795892,42.0,"[0.5274882758853984, 0.5632144694905342, 0.25063922070186845]",0.6472676842777987,0.24052602298244496,0.2611914842232136,4.0,0.4898402215203552,,
15,sphere,252.414,901.87,253.414,902.87,0.027503144739700284,27.503144739700282,175.964,2852806.791,,,,,,,,,87.98215261531973,
16,sphere,847.975,991.422,848.975,992.422,0.023359184983909376,23.359184983909376,175.609,2835575.839,,,,,,,,,87.80465738564264,
17,polyhedron,267.998,280.134,268.998,281.134,0.02873667112309066,28.736671123090662,170.224,2582600.625,64.34462067817275,39.0,"[0.9927085653195659, 0.6450799235217308, 0.6931731287249727]",0.6687902794215299,0.25195201501442066,0.2466949129193179,4.0,0.40685001494618867,,
18,sphere,986.059,227.328,987.059,228.328,0.02297176612118136,22.97176612118136,126.273,1054216.239,,,,,,,,,63.13647982074168,
19,aggregate,509.564,589.315,510.564,590.315,0.0256510291731282,25.6510291731282,159.323,2117566.93,78.68203343978546,,,,,,,,,15.0
20,sphere,547.887,498.977,548.887,499.977,0.021609305862855904,21.609305862855905,141.691,1489456.25,,,,,,,,,70.84562683593722,
