particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_sub_spheres,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap
1,sphere,86.041,810.364,87.041,811.364,0.02269945563541376,22.69945563541376,116.541,828764.697,58.27033899459951,,,,,,,,,
2,sphere,141.126,662.846,142.126,663.846,0.03327564017345449,33.27564017345449,184.04,3263885.969,92.01997748191023,,,,,,,,,
3,aggregate,451.611,111.756,452.611,112.756,0.023675578651565915,23.675578651565914,163.807,2301418.827,,86.28944254216584,10.0,,,,,,,
4,aggregate,63.038,736.56,64.038,737.56,0.02850782989856951,28.507829898569508,151.832,1832693.882,,87.0437404255967,9.0,,,,,,,
5,aggregate,939.239,818.729,940.239,819.729,0.021707749779317245,21.707749779317243,135.964,1316033.519,,85.2707617201095,9.0,,,,,,,
6,sphere,187.382,558.789,188.382,559.789,0.03438844782726597,34.38844782726596,154.069,1914880.209,77.03433427546227,,,,,,,,,
7,sphere,981.246,887.53,982.246,888.53,0.02261071937596279,22.61071937596279,149.978,1766370.415,74.98902798432147,,,,,,,,,
8,aggregate,621.844,881.955,622.844,882.955,0.02999551825013812,29.995518250138122,151.187,1809431.78,,79.35812178980672,15.0,,,,,,,
9,polyhedron,249.966,712.486,250.966,713.486,0.03055589469615233,30.55589469615233,90.658,390140.942,,77.83162068188966,,33.0,"[0.4888931069443143, 0.7911991158081737, 0.9738745125139909]",0.5147616775752546,0.11003667954911706,0.25429637004615774,4.0,0.7099099242240833
10,sphere,84.338,481.773,85.338,482.773,0.033537987745888224,33.53798774588822,189.312,3552517.662,94.65623194318816,,,,,,,,,
11,polyhedron,584.889,314.393,585.889,315.393,0.03407773527299611,34.07773527299611,54.076,82795.5,,56.9513731583364,,20.0,"[0.4173768795672987, 0.8389954604864974, 0.8813694871769531]",0.34568569416312694,0.08628707691993802,0.19221576219474099,2.0,0.5358268662006243
12,sphere,417.632,615.112,418.632,616.112,0.025950566863234693,25.950566863234695,120.539,917019.585,60.26937214233578,,,,,,,,,
13,sphere,319.584,111.852,320.584,112.852,0.028745831755659694,28.745831755659694,188.549,3509703.237,94.27443297347413,,,,,,,,,
14,polyhedron,316.861,676.721,317.861,677.721,0.026184412305663457,26.184412305663457,46.441,52444.125,,66.37878324381808,,30.0,"[0.3614688700897495, 0.8894579092885555, 0.2620267715621889]",0.46539863827364364,0.08874242066815953,0.17993148313226665,4.0,0.646170150966655
15,sphere,156.528,211.546,157.528,212.546,0.02949444954796442,29.494449547964418,152.994,1875072.841,76.49678411946562,,,,,,,,,
16,polyhedron,845.558,644.774,846.558,645.774,0.033932513921405845,33.93251392140584,55.298,88539.75,,59.38661493632459,,34.0,"[0.669809559044243, 0.8983631038524192, 0.21145394362395123]",0.36437235998453577,0.10900073904646701,0.1877010042505912,3.0,0.46483470503445246
17,sphere,297.803,773.004,298.803,774.004,0.02478235193692481,24.782351936924808,119.458,892564.743,59.72878854713369,,,,,,,,,
18,aggregate,795.839,393.074,796.839,394.074,0.025218826261332337,25.21882626133234,138.965,1405120.5,,74.12774893506713,12.0,,,,,,,
19,sphere,284.135,248.882,285.135,249.882,0.02149697899797505,21.49697899797505,106.966,640816.492,53.48290931048975,,,,,,,,,
20,polyhedron,522.324,887.025,523.324,888.025,0.034631096317325076,34.631096317325074,92.588,415590.75,,72.32859953678351,,28.0,"[0.9500261542465243, 0.4639739761528199, 0.9901766457331423]",0.4551172721465509,0.09833415444499159,0.23423507182575048,3.0,0.4481363668354931
