particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,target_radius_um,num_sub_spheres,radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap
1,aggregate,983.927,336.955,984.927,337.955,0.025929028354718837,25.929028354718838,180.241,3065932.017,99.96293183858256,13.0,,,,,,,,
2,sphere,960.421,713.066,961.421,714.066,0.033065183541974685,33.06518354197468,104.931,604933.033,,,52.46538897327302,,,,,,,
3,polyhedron,797.252,502.297,798.252,503.297,0.02927076350355046,29.27076350355046,78.44,252706.5,69.58876393689067,,,32.0,"[0.9344330044586822, 0.43971243425818474, 0.6862709948615549]",0.4682586184353095,0.1479660258652264,0.15278500957133523,2.0,0.5073690859095268
4,sphere,665.67,189.47,666.67,190.47,0.03181449239588315,31.814492395883153,170.405,2590890.589,,,85.20272562985814,,,,,,,
5,polyhedron,262.393,844.899,263.393,845.899,0.034505560790655684,34.505560790655686,57.339,98709.256,79.10944418951209,,,26.0,"[0.5559617195726634, 0.27776556891455606, 0.6084689615009948]",0.4942342817475708,0.15271357423634627,0.22237130093802415,4.0,0.6850966120626765
6,aggregate,567.598,925.318,568.598,926.318,0.025980399530259324,25.980399530259323,136.881,1342845.0,67.94277438994966,15.0,,,,,,,,
7,sphere,408.358,990.042,409.358,991.042,0.029944036921528652,29.944036921528653,171.505,2641368.806,,,85.75250426013608,,,,,,,
8,sphere,87.764,138.881,88.764,139.881,0.021541975308462247,21.54197530846225,164.386,2325900.057,,,82.19287024807434,,,,,,,
9,sphere,849.197,724.23,850.197,725.23,0.02972676078080151,29.726760780801513,179.809,3043935.863,,,89.9046792713427,,,,,,,
10,polyhedron,904.128,207.814,905.128,208.814,0.03349339293485787,33.493392934857866,54.298,83821.5,68.46829005879954,,,29.0,"[0.44357808153974404, 0.46425647195479997, 0.5247703258866127]",0.4214029017188887,0.11852991836801607,0.1892043834053379,3.0,0.6591679296366874
11,sphere,952.263,185.528,953.263,186.528,0.03262358093114718,32.62358093114718,165.892,2390412.4,,,82.94586513378995,,,,,,,
12,aggregate,23.895,103.388,24.895,104.388,0.028329580217386817,28.329580217386816,84.024,310604.625,56.70385974078095,6.0,,,,,,,,
13,sphere,477.022,620.92,478.022,621.92,0.031109676097409715,31.109676097409714,190.459,3617460.832,,,95.22955232672945,,,,,,,
14,aggregate,167.088,697.563,168.088,698.563,0.03402926531682415,34.02926531682415,103.046,572923.125,69.69628152296457,8.0,,,,,,,,
15,polyhedron,495.765,541.218,496.765,542.218,0.02427704101791957,24.277041017919572,88.191,359143.597,90.99115043085914,,,15.0,"[0.8010234480208479, 0.6191900835166771, 0.9421569490890457]",0.38464523837334574,0.11159214509605724,0.2418001422936282,2.0,0.7049583254926057
16,sphere,685.711,537.831,686.711,538.831,0.021159089565979346,21.159089565979347,125.722,1040489.134,,,62.86124525428018,,,,,,,
17,aggregate,201.008,200.68,202.008,201.68,0.03199460020349221,31.994600203492208,87.37,349214.625,54.17280631066964,6.0,,,,,,,,
18,sphere,455.9,277.636,456.9,278.636,0.03042850447326253,30.428504473262528,190.952,3645613.54,,,95.47595396662821,,,,,,,
19,sphere,437.343,562.075,438.343,563.075,0.034554748462030424,34.554748462030425,197.984,4063414.036,,,98.99216495580808,,,,,,,
20,polyhedron,545.457,741.192,546.457,742.192,0.033640629431565205,33.6406294315652,87.952,356236.274,96.43166000596209,,,29.0,"[0.8845913767378006, 0.7192644931624236, 0.2907853301749327]",0.4521753756748541,0.10523189687680935,0.145653666206211,2.0,0.5931019233990321
