Particle_ID,x_pixel,y_pixel,radius_m,diameter_um,z_position_m
1,1665.2140312581425,550.5101265374627,8.131128631979287e-06,16.262257263958574,0.00548
2,72.9117252813709,663.9442142260164,8.542215232659637e-06,17.084430465319276,0.00684
3,21.039153692599466,327.81711749652857,5.493584525931619e-06,10.987169051863239,0.006319999999999999
4,1379.507369276836,396.32089238364796,6.748213528110447e-06,13.496427056220893,0.0060799999999999995
5,432.31492470312094,1217.6887529588575,8.596808268733023e-06,17.193616537466045,0.006719999999999999
6,1136.7102206746715,1889.0839319542451,9.12251922126217e-06,18.24503844252434,0.00612
7,751.1963935006294,1843.3714610999123,5.2192036170651595e-06,10.438407234130318,0.007719999999999999
8,193.97365108211017,1450.3846258328977,6.878439547381376e-06,13.756879094762752,0.007719999999999999
9,814.5705935578541,261.2254713532103,8.512108883603916e-06,17.024217767207833,0.00456
10,448.45432406591135,618.2190718119078,7.935467743226846e-06,15.870935486453691,0.00396
11,398.5843377787385,284.4856341751836,9.036126042071951e-06,18.0722520841439,0.00524
12,1217.7328295476564,1380.3079528749868,9.975878006847242e-06,19.951756013694485,0.006679999999999999
13,1842.2362339592835,814.8465476495873,7.917322230803005e-06,15.83464446160601,0.00424
14,1135.23361718462,74.98989888310454,6.999539533027499e-06,13.999079066054998,0.00712
15,1804.8482824082619,28.857777894239117,9.340821575794462e-06,18.681643151588926,0.007679999999999999
