Particle_ID,x_pixel,y_pixel,radius_m,diameter_um,z_position_m
1,107.01117490516944,1905.4117579437866,4.888731014550727e-05,97.77462029101454,0.03328
2,720.7879586287371,557.8569219997297,3.590552042432926e-05,71.81104084865852,0.040839999999999994
3,774.2211155338998,550.7016877093272,4.663945638543907e-05,93.27891277087814,0.03482
4,610.7238252951538,298.55913699240983,3.738103629020338e-05,74.76207258040677,0.04464
5,1534.2371201689903,1003.7285343995676,3.2478799416055674e-05,64.95759883211134,0.044919999999999995
6,710.461805049349,1482.420146679654,3.6596241444094345e-05,73.19248288818869,0.0414
7,579.0722773452712,964.1388728562878,1.255087351488108e-05,25.10174702976216,0.04058
8,1356.1253930658431,2014.1033652111628,3.192644544947933e-05,63.85289089895866,0.039659999999999994
9,348.46104002088833,1339.4083838030863,1.658918233245313e-05,33.17836466490626,0.0317
10,70.71202683260012,1734.940256037847,1.6204553573997042e-05,32.409107147994085,0.03172
11,241.4659495803553,1666.2776570994176,2.1438437080744197e-05,42.876874161488395,0.03544
12,50.80843821078716,423.7706408625134,4.4098709170231366e-05,88.19741834046273,0.038939999999999995
13,1313.8757832617723,1618.8725553915688,1.4469636410878308e-05,28.939272821756617,0.03226
14,1353.335016823249,1807.605476925661,4.472957909876832e-05,89.45915819753664,0.04004
15,752.7576947657442,336.94176550603703,1.2375104954237208e-05,24.750209908474417,0.039259999999999996
16,901.2823074692845,919.5811932029403,4.9659258347988334e-05,99.31851669597667,0.037759999999999995
17,1320.8956552785762,1005.236016941967,1.8420091624893538e-05,36.840183249787074,0.035719999999999995
18,713.1128883431509,153.50924058767094,1.0341483307804847e-05,20.682966615609693,0.04266
19,1995.5936760282273,941.215969762494,1.265332724325694e-05,25.306654486513878,0.03428
20,978.0315632296654,1732.4120560274537,4.172516550336383e-05,83.45033100672767,0.0326
21,1956.837404607723,674.9576331075357,4.229848812854804e-05,84.59697625709607,0.03702
22,478.01530939246965,886.7377914112983,1.9369671292172644e-05,38.73934258434529,0.042039999999999994
23,1526.058859117098,970.4480790431859,1.87202980743565e-05,37.440596148713006,0.031439999999999996
24,1921.4106753943515,1413.2839514049838,3.065014140226793e-05,61.30028280453587,0.03764
25,785.9560382048294,1783.431186727469,4.847149129375451e-05,96.94298258750902,0.042679999999999996
26,1801.4797039189405,1945.9566924280452,1.0943967148808515e-05,21.88793429761703,0.042839999999999996
27,1264.9807767210148,499.97643876055724,1.017577638075353e-05,20.35155276150706,0.035879999999999995
28,1298.0979483155522,534.304563670976,2.0535021710863744e-05,41.07004342172749,0.034559999999999994
29,1403.5822848760888,1120.632531860941,2.859731757207861e-05,57.19463514415722,0.040499999999999994
30,929.1444969774408,1899.961180495057,4.234048801802446e-05,84.68097603604892,0.042719999999999994
