Particle_ID,x_pixel,y_pixel,radius_m,diameter_um,z_position_m
1,789.4069925151007,642.6116231384773,1.878082382387315e-05,37.5616476477463,0.030719999999999997
2,1519.1447296668116,1418.459321804669,2.105057982812701e-05,42.10115965625402,0.043559999999999995
3,1881.0432174026143,1450.3818188935024,2.759877045968134e-05,55.19754091936268,0.031939999999999996
4,657.6776570387732,381.018113153448,2.0586126166091174e-05,41.172252332182346,0.033859999999999994
5,1092.8725329059635,1660.756643189613,2.738173960973392e-05,54.76347921946784,0.03646
6,1925.9314795312414,1741.3986467467826,2.6560125761869177e-05,53.120251523738354,0.03696
7,1988.1536280562173,1826.283141492425,4.74342856359647e-05,94.86857127192941,0.0343
8,371.51506750881595,542.2117912694057,2.1368693540041605e-05,42.73738708008321,0.0331
9,1854.9674958325616,1521.9894795056234,3.615881735785841e-05,72.31763471571682,0.035519999999999996
10,1115.192978672235,669.1089943280917,3.268975199987422e-05,65.37950399974844,0.03804
11,1854.1911433240844,903.1160661423254,1.7042199444148165e-05,34.08439888829633,0.03206
12,810.3030846186613,1254.2777275631295,2.662713963201961e-05,53.254279264039226,0.035859999999999996
13,1203.3444165812384,1583.429043639307,3.209153706625139e-05,64.18307413250278,0.04464
14,470.3883721803748,278.47775195775336,4.196103202027368e-05,83.92206404054735,0.03288
15,1919.4642020512038,392.74690912152704,4.1146405263896635e-05,82.29281052779326,0.03044
16,1907.5188721637774,867.1056911442034,2.0767404540634653e-05,41.53480908126931,0.03936
17,1818.2157740120074,284.0489706370277,2.771022004289496e-05,55.42044008578992,0.03952
18,1098.9419092962341,834.0852663803961,2.1047678626545614e-05,42.09535725309123,0.03464
19,1110.5886903698745,1023.861678575916,2.33842364507867e-05,46.7684729015734,0.03362
20,71.58323493869734,1999.3642865534823,4.39814008319099e-05,87.96280166381979,0.031599999999999996
21,70.15230472712669,1266.2585996203234,1.909277764133998e-05,38.18555528267996,0.03464
22,344.37147450247255,697.5090098383639,4.195225874435827e-05,83.90451748871654,0.03218
23,632.9285730439519,584.7539953574619,2.838435179326423e-05,56.76870358652846,0.03576
24,1313.3575726145118,1718.9832662531928,4.334026462488043e-05,86.68052924976085,0.032819999999999995
25,412.14086116634377,1831.2539302457724,2.9394472981009542e-05,58.788945962019085,0.0346
26,59.248022555740334,1657.539043285345,4.8001233092756946e-05,96.0024661855139,0.032159999999999994
27,1931.4436058077833,120.5807406510075,4.050147401082634e-05,81.00294802165268,0.043179999999999996
28,710.9958687483053,1995.0723500151412,1.7760589750990606e-05,35.52117950198121,0.037919999999999995
29,1289.0936383338965,1804.9454204724818,2.6485266668967817e-05,52.970533337935635,0.034679999999999996
30,320.6478389158703,370.2415117253808,1.5840582811507087e-05,31.681165623014174,0.0355
