Particle_ID,x_pixel,y_pixel,radius_m,diameter_um,z_position_m
1,766.3324574688347,871.6605647329845,9.999999999999999e-06,20.0,0.01792
2,360.0339079104107,735.722212816474,9.999999999999999e-06,20.0,0.018299999999999997
3,603.3550811401756,162.83949230931395,9.999999999999999e-06,20.0,0.0050999999999999995
4,936.507637405244,812.2642596243959,9.999999999999999e-06,20.0,0.008079999999999999
5,219.69995080107947,153.75525505789406,9.999999999999999e-06,20.0,0.02412
6,507.0396321300038,777.6478776848046,9.999999999999999e-06,20.0,0.026819999999999997
7,266.07085842435305,381.207801112418,9.999999999999999e-06,20.0,0.015519999999999999
8,636.6942784340638,551.6556324862127,9.999999999999999e-06,20.0,0.02616
9,253.90134729859733,249.79310680209096,9.999999999999999e-06,20.0,0.015899999999999997
10,473.39407630185445,935.7912459510753,9.999999999999999e-06,20.0,0.016339999999999997
11,931.5329945690149,416.273900368823,9.999999999999999e-06,20.0,0.01902
12,647.7897814789525,294.53913051638824,9.999999999999999e-06,20.0,0.022799999999999997
13,360.78759252028664,32.45331031303714,9.999999999999999e-06,20.0,0.006359999999999999
14,776.989269519558,792.9366655724865,9.999999999999999e-06,20.0,0.014259999999999998
15,163.05337766138206,633.8396469263167,9.999999999999999e-06,20.0,0.02062
