Particle_ID,x_pixel,y_pixel,radius_m,diameter_um,z_position_m
1,1053.202964181607,1502.3954008276396,9.999999999999999e-06,20.0,0.043899999999999995
2,2036.2009719147113,2013.16632924505,9.999999999999999e-06,20.0,0.032619999999999996
3,1020.7727506951209,1955.738576618076,9.999999999999999e-06,20.0,0.0372
4,38.863231187251756,992.1287241861514,9.999999999999999e-06,20.0,0.04244
5,1174.809162066541,1053.323222507362,9.999999999999999e-06,20.0,0.03158
6,908.2940834812407,791.4035365119865,9.999999999999999e-06,20.0,0.0373
7,103.16508824589569,2023.458776548842,9.999999999999999e-06,20.0,0.033639999999999996
8,1878.3680754524842,137.59387193261543,9.999999999999999e-06,20.0,0.039839999999999993
9,1304.9341939812655,1420.1987900287493,9.999999999999999e-06,20.0,0.034999999999999996
10,927.1173785100402,110.8928697984174,9.999999999999999e-06,20.0,0.03188
11,1349.335221506635,2002.6895083281838,9.999999999999999e-06,20.0,0.037279999999999994
12,1038.4191126766336,1957.8439742049202,9.999999999999999e-06,20.0,0.03934
13,105.79262880392486,761.1507441316054,9.999999999999999e-06,20.0,0.039099999999999996
14,363.09704837015676,363.831061596271,9.999999999999999e-06,20.0,0.044579999999999995
15,597.3853891605985,1023.181658311707,9.999999999999999e-06,20.0,0.0341
16,657.542127256987,1002.935383735121,9.999999999999999e-06,20.0,0.035179999999999996
17,952.2766385053153,1810.8555583922964,9.999999999999999e-06,20.0,0.03272
18,1911.5953324226805,1918.1795919374938,9.999999999999999e-06,20.0,0.043199999999999995
19,1354.7693506933222,222.54610483720867,9.999999999999999e-06,20.0,0.042179999999999995
20,879.6732051047097,1982.9859621878993,9.999999999999999e-06,20.0,0.041499999999999995
21,204.094207812388,114.33228719275375,9.999999999999999e-06,20.0,0.040319999999999995
22,750.3472359468285,1759.9913540521811,9.999999999999999e-06,20.0,0.033999999999999996
23,354.8031358682883,551.819822419865,9.999999999999999e-06,20.0,0.03374
24,478.131887293455,1417.1686512823906,9.999999999999999e-06,20.0,0.03612
25,805.9090524738614,113.16427894564889,9.999999999999999e-06,20.0,0.04332
26,1774.2387501051267,1607.8788614197206,9.999999999999999e-06,20.0,0.04298
27,1166.2601390307395,1971.7471523238212,9.999999999999999e-06,20.0,0.04366
28,336.99058118009873,2038.974510865777,9.999999999999999e-06,20.0,0.030559999999999997
29,1928.9473538945838,448.818478724256,9.999999999999999e-06,20.0,0.032499999999999994
30,372.8000461988602,1861.0516288722547,9.999999999999999e-06,20.0,0.03158
