Particle_ID,x_pixel,y_pixel,radius_m,diameter_um,z_position_m
1,167.32406740275835,225.85441469547425,7.856150660289837e-06,15.712301320579675,0.16541999999999998
2,87.1082616803421,306.6244718225091,5.193400659566467e-06,10.386801319132934,0.41173999999999994
3,220.20779015683024,274.87206261325605,8.655907332004071e-06,17.311814664008143,0.7676999999999999
4,184.04496749283885,365.5846701963558,7.819455695537822e-06,15.638911391075643,0.35612
5,431.1605997605629,473.3388577342353,7.456245352121762e-06,14.912490704243524,0.24991999999999998
6,440.50022223292495,408.6722377379263,7.111332028353464e-06,14.222664056706929,0.7086999999999999
7,223.92305768913653,451.49582434403305,7.250357887834648e-06,14.500715775669295,0.7478999999999999
8,165.63423535674727,213.59530619436282,6.930635809911088e-06,13.861271619822176,0.7694599999999999
9,196.8595802774003,337.08791674329325,6.6537078608554275e-06,13.307415721710855,0.79294
10,430.635612416223,305.8019211517854,8.499152222293264e-06,16.998304444586527,0.34609999999999996
11,149.2531337003337,183.70475980791,6.581666306757545e-06,13.16333261351509,0.10065999999999999
12,316.45538887799614,316.71330617621965,6.752874849026463e-06,13.505749698052925,0.49238
13,158.8056787870859,442.1815821186032,6.304218652391165e-06,12.60843730478233,0.24717999999999998
14,443.2056271226733,367.17398345250797,5.964677867662797e-06,11.929355735325593,0.10051999999999998
15,443.9780667388197,357.5908932272727,5.209889604843709e-06,10.419779209687418,0.8372799999999999
