Particle_ID,x_pixel,y_pixel,radius_m,diameter_um,z_position_m
1,318.203716508053,397.21147586255574,9.999999999999999e-06,20.0,0.033679999999999995
2,865.8676230355227,607.7679351962435,9.999999999999999e-06,20.0,0.040619999999999996
3,999.2104986176373,496.5335565924349,9.999999999999999e-06,20.0,0.030419999999999996
4,921.378990717122,313.3883732308956,9.999999999999999e-06,20.0,0.044039999999999996
5,860.3836881231465,348.4012888074241,9.999999999999999e-06,20.0,0.0331
6,778.7601332202877,965.3795165530033,9.999999999999999e-06,20.0,0.04464
7,747.9443925818449,284.7756417040535,9.999999999999999e-06,20.0,0.036039999999999996
8,622.4327796083294,983.0324980787761,9.999999999999999e-06,20.0,0.04257999999999999
9,611.117155606366,64.824404168486,9.999999999999999e-06,20.0,0.030879999999999998
10,1004.2755060871584,430.07856514001935,9.999999999999999e-06,20.0,0.038579999999999996
