particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,radius_um,num_sub_spheres
1,polyhedron,38.889,759.146,39.889,760.146,0.029266856105255017,29.266856105255016,91.631,402828.091,97.5413270486065,19.0,"[0.4203915459017636, 0.8523131405722214, 0.8197830804840502]",0.3777940432200122,0.12049281106129918,0.17275014348053877,2.0,0.4411034444352958,,
2,polyhedron,157.791,881.912,158.791,882.912,0.02651557292070624,26.51557292070624,82.962,298979.609,77.84908895325856,24.0,"[0.7595048062310357, 0.9934877139522686, 0.5960991679574756]",0.32025467432604665,0.10740273948487088,0.16635817796813548,4.0,0.6423907334057342,,
3,sphere,106.113,893.044,107.113,894.044,0.03187585293980976,31.87585293980976,107.361,647952.233,,,,,,,,,53.68069465588678,
4,polyhedron,694.159,691.901,695.159,692.901,0.03184929827175465,31.849298271754652,102.138,557908.638,89.74069517650923,35.0,"[0.8820171766871677, 0.5455536945501, 0.7166302351191706]",0.34741676125502174,0.0935378548478093,0.17619777753486987,4.0,0.515516527981399,,
5,sphere,736.576,133.765,737.576,134.765,0.02145555524912211,21.45555524912211,199.819,4177449.825,,,,,,,,,99.90967456588058,
6,aggregate,448.344,153.563,449.344,154.563,0.023012959156836453,23.01295915683645,99.511,515949.75,55.66528547395644,,,,,,,,,8.0
7,sphere,298.364,107.834,299.364,108.834,0.027125689699271375,27.125689699271376,135.512,1302955.692,,,,,,,,,67.7558835111949,
8,aggregate,468.49,301.358,469.49,302.358,0.03026640566760081,30.26640566760081,129.262,1130878.125,74.12271663093154,,,,,,,,,10.0
9,sphere,973.618,157.504,974.618,158.504,0.03359803105812388,33.59803105812388,135.378,1299097.608,,,,,,,,,67.68894178441062,
10,aggregate,847.651,730.902,848.651,731.902,0.028080215519430803,28.0802155194308,106.24,627861.375,54.022992600290685,,,,,,,,,13.0
11,sphere,263.583,942.846,264.583,943.846,0.02196572446403763,21.96572446403763,159.941,2142286.782,,,,,,,,,79.97047328563903,
12,polyhedron,179.5,767.85,180.5,768.85,0.027233799413249403,27.233799413249404,94.933,447967.387,88.73540552459096,32.0,"[0.8871259986874651, 0.432285667017664, 0.8464959524845109]",0.29840796220121585,0.09913089338956425,0.14054907290507498,3.0,0.6754350899201828,,
13,aggregate,620.129,561.094,621.129,562.094,0.03247078980953062,32.47078980953062,115.233,801187.875,65.80743909221779,,,,,,,,,13.0
14,sphere,579.92,296.87,580.92,297.87,0.0324140880576123,32.4140880576123,143.144,1535742.187,,,,,,,,,71.57201347705518,
15,sphere,459.26,886.866,460.26,887.866,0.022665855691065807,22.665855691065808,190.462,3617614.829,,,,,,,,,95.23090363618869,
16,sphere,607.728,798.256,608.728,799.256,0.03430578148735655,34.305781487356555,118.901,880153.732,,,,,,,,,59.45065473594511,
17,aggregate,150.55,611.853,151.55,612.853,0.03413635303564661,34.136353035646614,119.234,887554.125,59.379569499566344,,,,,,,,,13.0
18,polyhedron,126.721,989.757,127.721,990.757,0.02471354930451732,24.71354930451732,59.313,109258.875,61.90836917375142,23.0,"[0.3927862274042728, 0.9365316688528115, 0.8386057710859729]",0.3021719566715137,0.08441822981662628,0.18636449156563184,3.0,0.4395408170493799,,
19,sphere,518.608,787.405,519.608,788.405,0.03249340889942119,32.49340889942119,110.348,703544.536,,,,,,,,,55.17398194644147,
20,sphere,695.366,765.442,696.366,766.442,0.03428722975766828,34.28722975766828,111.345,722787.388,,,,,,,,,55.67249079370135,
