particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,num_sub_spheres
1,sphere,221.592,285.027,222.592,286.027,0.024881907465605573,24.881907465605572,173.368,2728363.698,86.6837886145627,,,,,,,,,
2,sphere,468.735,506.097,469.735,507.097,0.02902251360607979,29.02251360607979,151.433,1818267.32,75.7163565984349,,,,,,,,,
3,polyhedron,737.48,613.138,738.48,614.138,0.032030245169545786,32.030245169545786,84.711,318285.017,,89.33045397167157,32.0,"[0.5137289127136684, 0.41459694244622314, 0.765315096035487]",0.3704786448441586,0.11113757228817185,0.21667275530772223,3.0,0.49997615048497895,
4,sphere,445.249,888.633,446.249,889.633,0.023547275832418526,23.547275832418524,167.845,2475841.827,83.9224386864671,,,,,,,,,
5,sphere,992.222,567.367,993.222,568.367,0.029773763995366184,29.773763995366185,105.279,610974.061,52.63945543266992,,,,,,,,,
6,aggregate,706.88,449.517,707.88,450.517,0.025732869306953024,25.732869306953024,161.727,2214850.485,,91.69769841544667,,,,,,,,10.0
7,polyhedron,753.75,212.63,754.75,213.63,0.027266618784604596,27.266618784604596,53.163,78674.625,,72.57473577011916,22.0,"[0.7892133133846496, 0.4801694754005801, 0.45875055524846564]",0.34946601516315595,0.13176235044130855,0.24508631418961638,4.0,0.6786940410357724,
8,sphere,900.401,972.314,901.401,973.314,0.022931314927080962,22.93131492708096,180.757,3092331.928,90.37864621472261,,,,,,,,,
9,polyhedron,855.767,179.495,856.767,180.495,0.02689951280494598,26.899512804945978,83.559,305478.073,,85.1989238784798,25.0,"[0.5212225322344273, 0.8155673268030432, 0.805689167567842]",0.3094300018962337,0.08710991580652916,0.1798196645122508,4.0,0.6181498176242158,
10,sphere,279.575,668.179,280.575,669.179,0.022309551199683243,22.30955119968324,158.192,2072766.788,79.09589488494406,,,,,,,,,
11,sphere,994.835,848.163,995.835,849.163,0.024593602664955742,24.593602664955743,143.196,1537424.6,71.59813977227766,,,,,,,,,
12,aggregate,798.847,889.193,799.847,890.193,0.03153235775012164,31.53235775012164,126.509,1060131.375,,70.4998359240355,,,,,,,,8.0
13,aggregate,721.207,696.588,722.207,697.588,0.03153596188832634,31.535961888326337,135.954,1315764.086,,83.62516428566896,,,,,,,,8.0
14,sphere,945.454,906.213,946.454,907.213,0.02034049306523745,20.34049306523745,160.824,2177957.577,80.41188982877094,,,,,,,,,
15,polyhedron,781.696,576.653,782.696,577.653,0.03152473761398393,31.52473761398393,58.363,104088.375,,51.927146386226156,27.0,"[0.6880525739892687, 0.7928020043585381, 0.7987522774816351]",0.2855275402644894,0.11220182886223722,0.1877259896081351,3.0,0.5968166042817026,
16,sphere,795.129,737.351,796.129,738.351,0.027424402997063366,27.424402997063368,134.41,1271420.93,67.20479320631375,,,,,,,,,
17,aggregate,78.331,917.234,79.331,918.234,0.030107658811665175,30.107658811665175,144.555,1581619.5,,72.38469897972915,,,,,,,,14.0
18,polyhedron,525.202,905.25,526.202,906.25,0.029129147146393093,29.129147146393095,67.955,164308.5,,67.48175968263776,31.0,"[0.6231515519278868, 0.5987796834431756, 0.8670758415501227]",0.3641718759311151,0.14089503662496222,0.20530474758284362,4.0,0.5729268060966966,
19,sphere,678.971,546.222,679.971,547.222,0.03136748643001835,31.367486430018346,141.079,1470217.715,70.53927862751651,,,,,,,,,
20,aggregate,875.151,802.123,876.151,803.123,0.0317949994830994,31.7949994830994,87.653,352613.25,,61.188441226050095,,,,,,,,6.0
