particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,target_radius_um,num_sub_spheres,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,radius_um
1,aggregate,939.138,433.839,940.138,434.839,0.032352279158011595,32.3522791580116,165.774,2385313.006,83.5933887828555,13.0,,,,,,,,
2,polyhedron,656.052,332.483,657.052,333.483,0.02485594974409398,24.85594974409398,72.002,195452.309,88.24611473398502,,22.0,"[0.735214422904235, 0.77260152527133, 0.28710331481675044]",0.3140418416305282,0.10078924975845382,0.2565074982256964,4.0,0.4027003383322996,
3,aggregate,184.984,363.261,185.984,364.261,0.02525717297078034,25.25717297078034,125.804,1042507.125,70.8554767387514,8.0,,,,,,,,
4,aggregate,836.852,224.53,837.852,225.53,0.025961680116485315,25.961680116485315,126.016,1047789.0,74.35156802590112,6.0,,,,,,,,
5,sphere,503.868,968.583,504.868,969.583,0.026706263697731134,26.706263697731135,189.834,3581956.82,,,,,,,,,,94.91698012782555
6,sphere,284.834,602.442,285.834,603.442,0.034221043495392664,34.221043495392664,173.435,2731555.404,,,,,,,,,,86.71757703125357
7,sphere,92.896,89.728,93.896,90.728,0.021793618883214943,21.793618883214943,134.218,1266003.083,,,,,,,,,,67.10919840176263
8,polyhedron,818.726,376.618,819.726,377.618,0.021773806644336757,21.77380664433676,62.535,128044.125,57.65892036557193,,25.0,"[0.9910827512058891, 0.49307365703803224, 0.5030839631437638]",0.39828355602541865,0.1354426298262275,0.1715878972737432,2.0,0.4620077055809249,
9,sphere,298.496,784.056,299.496,785.056,0.03327298445185843,33.272984451858434,123.46,985332.193,,,,,,,,,,61.73024789257911
10,polyhedron,120.039,640.312,121.039,641.312,0.022080614995854567,22.080614995854567,55.391,88985.25,51.3813411025249,,21.0,"[0.9648062736970334, 0.5971000785183658, 0.8876564610392462]",0.2855269518058527,0.14093328779270745,0.16579535230658443,4.0,0.42502927225575016,
11,aggregate,711.885,265.147,712.885,266.147,0.03495782822584422,34.957828225844224,151.807,1831768.858,84.9661499461096,9.0,,,,,,,,
12,sphere,122.549,763.864,123.549,764.864,0.022319984014747482,22.319984014747483,194.304,3841011.061,,,,,,,,,,97.15212764735315
13,sphere,102.303,558.484,103.303,559.484,0.026125805153584238,26.12580515358424,138.051,1377576.402,,,,,,,,,,69.0254153155967
14,aggregate,845.243,289.523,846.243,290.523,0.02177116425863316,21.77116425863316,120.718,921121.875,62.799854715235995,10.0,,,,,,,,
15,polyhedron,911.821,321.748,912.821,322.748,0.024309177006046487,24.309177006046486,99.801,520483.047,88.97663795654476,,31.0,"[0.6083232631136958, 0.8516602464619049, 0.6339830229504629]",0.49186217061388593,0.15178153264335476,0.22867231951041408,2.0,0.5583989623226,
16,sphere,896.332,844.66,897.332,845.66,0.028498476880575795,28.498476880575794,122.444,961201.348,,,,,,,,,,61.22215143867992
17,polyhedron,31.46,754.748,32.46,755.748,0.0315434661861814,31.5434661861814,45.6,49646.25,73.24134925197895,,17.0,"[0.3747591445011241, 0.35664279949982247, 0.8044932223413572]",0.4466789725669655,0.12947271124405507,0.2107350865913564,2.0,0.556559356036588,
18,sphere,575.916,352.378,576.916,353.378,0.025408520592553788,25.40852059255379,155.357,1963310.154,,,,,,,,,,77.67836952755647
19,sphere,844.696,863.895,845.696,864.895,0.029290720965994554,29.290720965994556,102.756,568091.59,,,,,,,,,,51.377927723366625
20,sphere,117.152,443.173,118.152,444.173,0.028481283547434462,28.48128354743446,191.937,3702303.719,,,,,,,,,,95.9683021269226
