particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,radius_um,num_sub_spheres
1,polyhedron,958.554,491.65,959.554,492.65,0.027184557071404537,27.184557071404537,37.331,27239.625,58.721206573938346,19.0,"[0.8380263994946769, 0.8491345198828382, 0.18695378797402618]",0.38503708054401303,0.12789837710290625,0.2402862033876698,3.0,0.5104115887851236,,
2,sphere,594.089,398.268,595.089,399.268,0.02398248734216828,23.98248734216828,118.543,872226.331,,,,,,,,,59.27162870585359,
3,aggregate,115.346,530.429,116.346,531.429,0.02329427266292492,23.29427266292492,161.372,2200311.849,91.44444068236021,,,,,,,,,9.0
4,sphere,861.623,566.299,862.623,567.299,0.02210249631261668,22.10249631261668,122.355,959101.021,,,,,,,,,61.177526619558286,
5,sphere,351.48,561.787,352.48,562.787,0.03395475291518271,33.95475291518271,194.047,3825775.651,,,,,,,,,97.02350580052821,
6,sphere,471.415,979.547,472.415,980.547,0.025245213415018092,25.245213415018092,164.44,2328220.538,,,,,,,,,82.22019496025149,
7,polyhedron,224.734,547.884,225.734,548.884,0.029085260919920457,29.085260919920458,60.512,116019.0,63.44178170734525,34.0,"[0.45435063538511256, 0.9864792683517705, 0.38095712849612645]",0.4857610826387232,0.14043128983060532,0.20000182537901892,3.0,0.5696439789618425,,
8,polyhedron,28.897,111.164,29.897,112.164,0.022090622036730855,22.090622036730856,59.505,110322.0,59.22128512239138,30.0,"[0.39253254719200814, 0.9930318187809432, 0.5345766395391167]",0.42066668462056145,0.1462735921547343,0.14479550564610563,4.0,0.6755297268245295,,
9,sphere,611.777,768.414,612.777,769.414,0.024292590559454628,24.292590559454627,192.889,3757677.325,,,,,,,,,96.44438726814988,
10,aggregate,244.774,846.409,245.774,847.409,0.028464480124590665,28.464480124590665,142.233,1506620.154,83.47464657207533,,,,,,,,,12.0
11,sphere,917.876,290.58,918.876,291.58,0.028572852975945348,28.57285297594535,169.37,2543928.848,,,,,,,,,84.68479690005198,
12,aggregate,103.454,397.351,104.454,398.351,0.024884930969717656,24.884930969717658,88.524,363227.625,57.361359420733926,,,,,,,,,7.0
13,sphere,619.301,983.184,620.301,984.184,0.030710877860780715,30.710877860780716,195.818,3931467.154,,,,,,,,,97.90886455780358,
14,polyhedron,872.03,893.385,873.03,894.385,0.025136698979747255,25.136698979747255,68.906,171306.158,87.01882984353786,15.0,"[0.9665540714834835, 0.6196154629037947, 0.43374061891355276]",0.47524800818486945,0.09365137085809262,0.17194779077774636,3.0,0.6411541144423356,,
15,aggregate,789.248,117.448,790.248,118.448,0.03002853999093038,30.02853999093038,140.472,1451330.627,77.07139729926097,,,,,,,,,7.0
16,sphere,738.943,384.382,739.943,385.382,0.03312926110671472,33.12926110671472,110.136,699489.694,,,,,,,,,55.06778020671108,
17,polyhedron,465.284,704.397,466.284,705.397,0.025853598145327547,25.853598145327545,53.391,79690.5,59.774692868216064,25.0,"[0.7707858917836368, 0.8912929184184268, 0.16643077712359747]",0.37318630516458234,0.13527843591745722,0.17290525845151966,3.0,0.4817023955731306,,
18,sphere,137.827,747.806,138.827,748.806,0.025406168319269184,25.406168319269185,142.23,1506525.94,,,,,,,,,71.11523805897696,
19,aggregate,142.956,88.34,143.956,89.34,0.023951654006226168,23.951654006226168,169.401,2545342.015,84.82614960558953,,,,,,,,,12.0
20,sphere,731.79,554.921,732.79,555.921,0.028419673865093642,28.419673865093642,147.21,1670377.827,,,,,,,,,73.60523478374171,
