particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_sub_spheres,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap
1,sphere,632.925,721.063,633.925,722.063,0.024138835825040172,24.13883582504017,158.984,2104064.431,79.49200938060403,,,,,,,,,
2,sphere,199.184,953.936,200.184,954.936,0.03424347027765869,34.243470277658695,165.396,2369043.256,82.69795947449583,,,,,,,,,
3,sphere,745.369,605.506,746.369,606.506,0.023772149717273334,23.772149717273333,111.576,727302.926,55.788186199126585,,,,,,,,,
4,aggregate,306.604,516.533,307.604,517.533,0.031158593192231274,31.158593192231276,164.71,2339699.371,,88.05445934166187,10.0,,,,,,,
5,sphere,617.938,142.869,618.938,143.869,0.030911051800084625,30.911051800084625,102.9,570484.169,51.44995461628529,,,,,,,,,
6,sphere,347.327,754.241,348.327,755.241,0.03195166246943609,31.951662469436094,176.864,2896809.445,88.43220205029938,,,,,,,,,
7,aggregate,258.787,572.514,259.787,573.514,0.03254520371153757,32.54520371153757,85.285,324803.25,,57.85364885187678,6.0,,,,,,,
8,polyhedron,967.295,608.975,968.295,609.975,0.026376688574370376,26.376688574370377,45.033,47816.547,,84.9699129496564,,23.0,"[0.35903975329686416, 0.25733750622833046, 0.39648858528537245]",0.34932595804873556,0.14501071739737167,0.21587494498769605,2.0,0.7045937845917571
9,polyhedron,31.18,161.851,32.18,162.851,0.02172312994923979,21.72312994923979,54.22,83460.375,,63.90291230992578,,31.0,"[0.6631483053572832, 0.42123047209460723, 0.5945805416743245]",0.3981980894117255,0.14349386981938428,0.1942108256608815,3.0,0.4420162473301582
10,sphere,30.631,608.908,31.631,609.908,0.02321377246619457,23.21377246619457,160.283,2156073.764,80.14166024819879,,,,,,,,,
11,sphere,107.745,989.098,108.745,990.098,0.030696232905074648,30.69623290507465,182.086,3161018.215,91.04290981229119,,,,,,,,,
12,polyhedron,864.422,589.651,865.422,590.651,0.03180678988309293,31.80678988309293,40.3,34269.75,,65.89661338819778,,23.0,"[0.3452964097971569, 0.454470670137396, 0.3238562557723592]",0.4803654097320726,0.15526872604502684,0.23131834268847828,2.0,0.5181833938501258
13,aggregate,870.768,716.009,871.768,717.009,0.023196286562076524,23.196286562076523,134.481,1273448.25,,64.39560903715187,15.0,,,,,,,
14,aggregate,115.302,183.343,116.302,184.343,0.029590931952269695,29.590931952269695,138.843,1401419.417,,84.96369491529865,8.0,,,,,,,
15,polyhedron,35.245,108.277,36.245,109.277,0.021989039995463595,21.989039995463596,88.102,358064.274,,92.03405238724557,,35.0,"[0.36696265049384474, 0.5766323317245174, 0.8482861537552085]",0.41123035981963074,0.14283439684126778,0.21661791968546537,3.0,0.6131790603396093
16,sphere,667.573,486.673,668.573,487.673,0.023417154950037468,23.417154950037467,187.794,3467692.323,93.8967691777044,,,,,,,,,
17,aggregate,340.426,984.906,341.426,985.906,0.029257762043254806,29.257762043254807,118.276,866345.625,,67.04074675781175,7.0,,,,,,,
18,sphere,60.016,261.588,61.016,262.588,0.020102086159648237,20.102086159648238,118.068,861767.001,59.03375613049164,,,,,,,,,
19,sphere,956.632,977.815,957.632,978.815,0.03390491125295139,33.90491125295139,167.951,2480545.499,83.9755511168307,,,,,,,,,
20,polyhedron,498.84,310.014,499.84,311.014,0.0218125036962869,21.8125036962869,40.787,35528.625,,57.727368587198576,,22.0,"[0.29782293249145897, 0.9093302672489691, 0.4491776044898351]",0.36028312712202426,0.11663518583354002,0.22551476236807524,3.0,0.580038676765589
