particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_sub_spheres,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap
1,sphere,74.292,719.332,75.292,720.332,0.025989256495360793,25.98925649536079,129.519,1137627.761,64.75955524094263,,,,,,,,,
2,aggregate,696.484,69.396,697.484,70.396,0.02390655802695383,23.906558026953828,137.664,1366033.322,,75.93147442790453,6.0,,,,,,,
3,sphere,272.117,867.531,273.117,868.531,0.034860703577730905,34.8607035777309,165.863,2389155.86,82.93132885556992,,,,,,,,,
4,aggregate,969.438,386.252,970.438,387.252,0.02853910791966873,28.53910791966873,90.291,385418.25,,55.84483815211171,9.0,,,,,,,
5,sphere,625.847,848.065,626.847,849.065,0.030681543589523602,30.681543589523603,181.756,3143898.073,90.87824873988372,,,,,,,,,
6,sphere,604.641,682.407,605.641,683.407,0.025551223659997988,25.551223659997987,119.581,895333.803,59.79049157321729,,,,,,,,,
7,polyhedron,825.9,690.068,826.9,691.068,0.02320796104169633,23.20796104169633,53.923,82093.5,,72.60122933992584,,32.0,"[0.7081165303190228, 0.32185129185763983, 0.4736594861812219]",0.510151739164271,0.11334679465190459,0.22506183759015658,4.0,0.39445033323634776
8,aggregate,439.482,536.794,440.482,537.794,0.025374702536810533,25.37470253681053,121.629,942138.0,,68.89017330243146,8.0,,,,,,,
9,aggregate,775.888,812.306,776.888,813.306,0.032572597992428,32.572597992428,176.001,2854615.127,,98.57019686638327,9.0,,,,,,,
10,polyhedron,934.998,35.702,935.998,36.702,0.027228300906454096,27.228300906454095,87.273,348043.5,,62.938195134020866,,33.0,"[0.912274655891437, 0.874028962614893, 0.8552467853232609]",0.4014528353234683,0.1300589040894038,0.21733903546709632,4.0,0.6805652209470756
11,polyhedron,282.559,953.187,283.559,954.187,0.028913264983551505,28.913264983551507,37.762,28194.75,,54.54414630127831,,28.0,"[0.45158066749047554, 0.28204022829981823, 0.7377657936826907]",0.35745809494461483,0.10237389620134746,0.2515002018524019,2.0,0.5906088862052236
12,sphere,508.28,46.301,509.28,47.301,0.03297560760997767,32.97560760997767,102.04,556301.419,51.02000766671096,,,,,,,,,
13,sphere,987.505,84.328,988.505,85.328,0.03460049382869929,34.60049382869929,169.153,2534180.515,84.57648775108578,,,,,,,,,
14,sphere,196.628,477.201,197.628,478.201,0.024519517126903607,24.519517126903608,134.654,1278357.84,67.32679536301913,,,,,,,,,
15,polyhedron,267.242,465.239,268.242,466.239,0.021099390054239244,21.099390054239244,41.933,38606.625,,65.96673635946489,,34.0,"[0.2683370749195785, 0.49424410517284967, 0.4503627625928541]",0.351173123119511,0.09779888036244878,0.19215116424301468,3.0,0.6419020297174224
16,sphere,624.076,152.818,625.076,153.818,0.025524732027746324,25.524732027746325,198.353,4086173.391,99.17664074172691,,,,,,,,,
17,sphere,435.127,226.249,436.127,227.249,0.034301230499356725,34.30123049935673,160.109,2149045.415,80.05448378116873,,,,,,,,,
18,polyhedron,57.273,774.41,58.273,775.41,0.029793319035605264,29.793319035605265,54.713,85756.85,,79.13112426312469,,17.0,"[0.39179886893031957, 0.3812034696307769, 0.9171149524336789]",0.3311792368073995,0.09311145716857293,0.17232866967438687,3.0,0.4203063025739779
19,sphere,151.343,170.406,152.343,171.406,0.025104438794387812,25.10443879438781,151.823,1832348.368,75.91130872864846,,,,,,,,,
20,aggregate,713.437,246.519,714.437,247.519,0.03415939126771879,34.15939126771879,126.316,1055284.875,,64.60972827895492,15.0,,,,,,,
