particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,radius_um,num_sub_spheres
1,polyhedron,56.212,894.597,57.212,895.597,0.028604487857220126,28.604487857220125,69.67,177062.625,73.553026061285,29.0,"[0.5427311932398831, 0.5160092779111772, 0.7041770665413444]",0.3632868219070422,0.12054575338674024,0.18451228432523734,3.0,0.46763503610880114,,
2,sphere,646.209,89.581,647.209,90.581,0.028136637851684375,28.136637851684373,113.597,767534.85,,,,,,,,,56.798451822230376,
3,aggregate,398.473,101.7,399.473,102.7,0.030785176266081946,30.785176266081944,123.445,984949.875,68.16228799331752,,,,,,,,,8.0
4,sphere,489.44,86.82,490.44,87.82,0.028432693229334352,28.43269322933435,171.235,2628916.179,,,,,,,,,85.61753302173418,
5,sphere,932.885,326.33,933.885,327.33,0.03400598372276285,34.005983722762856,108.668,671900.182,,,,,,,,,54.33404647347766,
6,sphere,784.087,517.707,785.087,518.707,0.023159982773691076,23.159982773691077,151.86,1833692.265,,,,,,,,,75.92986270620236,
7,sphere,639.846,464.296,640.846,465.296,0.03410371424258086,34.10371424258086,199.707,4170436.764,,,,,,,,,99.85373412832618,
8,sphere,420.775,219.833,421.775,220.833,0.025005629933370147,25.005629933370148,155.645,1974263.186,,,,,,,,,77.82255397440375,
9,aggregate,186.404,475.852,187.404,476.852,0.02964171236348532,29.64171236348532,156.417,2003788.867,90.5796645051697,,,,,,,,,12.0
10,aggregate,88.198,928.951,89.198,929.951,0.026231927058153637,26.231927058153637,135.178,1293354.0,70.05219044852012,,,,,,,,,9.0
11,polyhedron,848.824,183.023,849.824,184.023,0.02345149501597582,23.45149501597582,64.232,138756.492,84.84678398049192,22.0,"[0.60616570630104, 0.9504401920133854, 0.4311927878691527]",0.29651493212515495,0.10453129716922774,0.16139639813544937,3.0,0.5251730192293461,,
12,sphere,463.253,695.117,464.253,696.117,0.03228753381823103,32.28753381823103,137.444,1359480.375,,,,,,,,,68.72183980012689,
13,sphere,810.858,470.602,811.858,471.602,0.023704047430845625,23.704047430845627,147.209,1670323.099,,,,,,,,,73.6044309224313,
14,sphere,313.344,473.548,314.344,474.548,0.031107378048337596,31.107378048337594,109.88,694637.807,,,,,,,,,54.940162025311025,
15,polyhedron,431.427,328.148,432.427,329.148,0.02786681302959352,27.86681302959352,70.212,181233.901,93.53261546592552,19.0,"[0.530831117216781, 0.43335267481041895, 0.7863864940540971]",0.3415082656933569,0.136412541086618,0.21811319176299726,2.0,0.6495132147611005,,
16,aggregate,336.07,395.569,337.07,396.569,0.022855207215965394,22.855207215965393,115.3,802571.625,61.70603351257429,,,,,,,,,12.0
17,aggregate,281.639,384.846,282.639,385.846,0.023815809936942735,23.815809936942735,136.064,1318952.57,77.46110518194061,,,,,,,,,10.0
18,polyhedron,611.129,214.191,612.129,215.191,0.023092743882304426,23.092743882304426,64.8,142467.579,90.81983085708598,17.0,"[0.36648364414760926, 0.5738317164445774, 0.937166205045863]",0.5079862731386847,0.1536773281219781,0.15243092687345217,2.0,0.6398352566304957,,
19,sphere,544.602,711.912,545.602,712.912,0.028772006945311263,28.77200694531126,166.199,2403716.881,,,,,,,,,83.09946633439868,
20,polyhedron,77.98,685.903,78.98,686.903,0.03355355098187771,33.55355098187771,66.211,151983.0,57.90752427363082,23.0,"[0.6135325681900123, 0.9259679922406765, 0.9996211698473113]",0.41341745259988266,0.10712979576863156,0.16446804474708063,4.0,0.6860380269151142,,
