particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,num_sub_spheres
1,sphere,683.657,441.03,684.657,442.03,0.027155803333565626,27.155803333565625,180.26,3066886.557,90.13006844419745,,,,,,,,,
2,polyhedron,514.877,611.008,515.877,612.008,0.032385876126074624,32.38587612607462,90.862,392776.006,,80.4700395554666,16.0,"[0.7399739027888583, 0.9949833737598037, 0.885587349782718]",0.41114630651400025,0.09338314785790748,0.2139578820935385,3.0,0.5620152006645497,
3,sphere,925.582,27.106,926.582,28.106,0.02892231668242489,28.922316682424892,134.463,1272923.692,67.23126045067293,,,,,,,,,
4,sphere,271.287,387.904,272.287,388.904,0.021146344665707185,21.146344665707186,128.431,1109187.983,64.21534924355225,,,,,,,,,
5,sphere,864.758,729.521,865.758,730.521,0.03330249390844084,33.30249390844084,110.278,702214.241,55.13918480639351,,,,,,,,,
6,sphere,425.277,136.395,426.277,137.395,0.03288732489483888,32.887324894838876,185.66,3350837.549,92.82997953374368,,,,,,,,,
7,polyhedron,732.732,680.072,733.732,681.072,0.029348558142439897,29.3485581424399,68.176,165915.0,,62.120841590411416,27.0,"[0.9272024687166155, 0.7759988828974514, 0.4934071143261508]",0.4380486800930588,0.0914836329246433,0.22946827513670068,3.0,0.5134632376762384,
8,aggregate,932.437,671.82,933.437,672.82,0.032385817878114495,32.385817878114494,118.525,871819.875,,66.78650422314976,,,,,,,,7.0
9,aggregate,426.223,672.638,427.223,673.638,0.026857047223804605,26.857047223804607,162.634,2252350.297,,80.4990711937323,,,,,,,,15.0
10,sphere,949.512,427.222,950.512,428.222,0.023358309896581986,23.358309896581986,155.514,1969263.481,77.75680476646713,,,,,,,,,
11,sphere,804.7,906.84,805.7,907.84,0.020601757624701456,20.601757624701456,154.426,1928218.907,77.2127894827071,,,,,,,,,
12,aggregate,758.368,227.068,759.368,228.068,0.03199365151145992,31.99365151145992,159.071,2107537.807,,98.20165054477314,,,,,,,,9.0
13,sphere,380.207,551.03,381.207,552.03,0.03397592144920834,33.97592144920834,122.216,955833.678,61.10797698515602,,,,,,,,,
14,sphere,544.311,306.013,545.311,307.013,0.02167161969200035,21.67161969200035,157.762,2055928.776,78.8811351925597,,,,,,,,,
15,sphere,42.459,290.411,43.459,291.411,0.026173887326168536,26.173887326168536,188.277,3494526.75,94.13835101502897,,,,,,,,,
16,polyhedron,102.488,709.587,103.488,710.587,0.03476584578669202,34.76584578669202,71.729,193231.726,,91.87753466211876,32.0,"[0.2542306173953717, 0.37462289483506706, 0.9505901260593886]",0.3042490813903905,0.12020511612400098,0.16644928464308595,4.0,0.4142321836509188,
17,aggregate,424.555,905.731,425.555,906.731,0.02188897229666333,21.88897229666333,125.387,1032176.25,,63.56280968290802,,,,,,,,15.0
18,polyhedron,150.235,219.41,151.235,220.41,0.020081480605108868,20.08148060510887,40.449,34651.125,,62.46522275690896,26.0,"[0.6883460014390357, 0.41267960184282787, 0.2675809416000007]",0.37985688510939,0.09751227296103358,0.17412730528877812,3.0,0.6415435945277924,
19,polyhedron,93.315,89.182,94.315,90.182,0.026624173973494356,26.624173973494354,66.597,154652.625,,54.691333665866054,33.0,"[0.7491563992237231, 0.6850522231079756, 0.816311576949548]",0.49668216477981986,0.15209920784286513,0.1843307761869055,4.0,0.4904251344864247,
20,aggregate,607.546,423.242,608.546,424.242,0.03199704261174655,31.997042611746554,208.226,4727220.053,,97.48674912213698,,,,,,,,14.0
