particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,num_sub_spheres
1,sphere,452.749,954.158,453.749,955.158,0.024641885640588907,24.641885640588907,173.998,2758250.756,86.99915721707148,,,,,,,,,
2,sphere,269.484,75.91,270.484,76.91,0.0338317417345916,33.8317417345916,111.181,719594.045,55.590380976255794,,,,,,,,,
3,sphere,218.378,64.372,219.378,65.372,0.03270256220300477,32.70256220300477,164.884,2347112.257,82.44198070611128,,,,,,,,,
4,polyhedron,228.585,420.576,229.585,421.576,0.022443144892019026,22.443144892019028,34.862,22183.875,,68.55327396676114,28.0,"[0.26634976760005713, 0.25640967818325777, 0.6754120895645322]",0.359175497112594,0.10247998699140412,0.19512064412742136,2.0,0.5930543567246164,
5,sphere,743.253,690.764,744.253,691.764,0.023448786608625947,23.448786608625948,185.263,3329367.395,92.63128831558998,,,,,,,,,
6,polyhedron,320.885,369.415,321.885,370.415,0.029769720142804428,29.769720142804427,54.91,86686.875,,74.65876705472459,22.0,"[0.4948936697074293, 0.7925239934124525, 0.3282343643477724]",0.4938840330934465,0.12048638557829047,0.15326336368259785,4.0,0.4735885543554384,
7,aggregate,204.348,732.955,205.348,733.955,0.023210187423962945,23.210187423962946,178.144,2960137.955,,95.83327036137754,,,,,,,,14.0
8,aggregate,615.022,196.861,616.022,197.861,0.021019926852583665,21.019926852583666,129.718,1142872.875,,61.82694507740136,,,,,,,,12.0
9,aggregate,925.117,949.558,926.117,950.558,0.026868228105034253,26.86822810503425,111.138,718773.75,,64.75107004364355,,,,,,,,6.0
10,sphere,540.331,588.207,541.331,589.207,0.033923268718954576,33.923268718954574,188.813,3524455.381,94.40633453667672,,,,,,,,,
11,sphere,632.612,229.947,633.612,230.947,0.028749143976716778,28.749143976716777,106.665,635428.095,53.33258096162494,,,,,,,,,
12,sphere,639.801,720.015,640.801,721.015,0.02120822370873501,21.20822370873501,137.515,1361590.007,68.75736877688837,,,,,,,,,
13,aggregate,525.904,727.552,526.904,728.552,0.02999195696360107,29.99195696360107,81.745,286014.375,,54.3886132950022,,,,,,,,6.0
14,polyhedron,110.36,264.181,111.36,265.181,0.021360538924360566,21.360538924360565,75.135,222085.082,,77.01414991578899,20.0,"[0.8808609483893447, 0.6456796245567988, 0.5781262608244274]",0.38544342113888486,0.13293904905764725,0.20634230405301715,3.0,0.5034154488232374,
15,sphere,821.769,908.883,822.769,909.883,0.03472079509288605,34.72079509288605,143.026,1531938.072,71.5128687246995,,,,,,,,,
16,polyhedron,650.55,898.133,651.55,899.133,0.03197323583851509,31.973235838515095,114.532,786644.103,,96.30571742267543,26.0,"[0.8271148315912045, 0.7232290851727565, 0.7172284401658219]",0.39055037126241277,0.14382018708903507,0.24844096431536256,3.0,0.5518548044154502,
17,sphere,631.531,646.857,632.531,647.857,0.023721595676716452,23.72159567671645,131.972,1203501.472,65.98613211201855,,,,,,,,,
18,aggregate,453.422,809.32,454.422,810.32,0.02145386028544402,21.45386028544402,104.185,592130.25,,65.33937408887073,,,,,,,,7.0
19,sphere,872.1,715.658,873.1,716.658,0.030134562592498682,30.134562592498682,101.43,546391.135,50.71522364093594,,,,,,,,,
20,polyhedron,670.383,196.156,671.383,197.156,0.03133326273140826,31.33326273140826,50.787,68590.125,,52.46174813331237,18.0,"[0.6121487740537335, 0.9524677366639479, 0.7545234479161718]",0.44323474950099606,0.10961599924510694,0.14545316276947182,4.0,0.4016936095892961,
