particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,num_sub_spheres,radius_um
1,polyhedron,170.632,985.038,171.632,986.038,0.02435822158810551,24.35822158810551,39.088,31269.375,62.63791193509138,18.0,"[0.9568666465713784, 0.40960864240141226, 0.2899940897793295]",0.484286673941982,0.13484250497540048,0.1562515830196358,3.0,0.6944173866573035,,
2,aggregate,379.403,708.787,380.403,709.787,0.023676507407827296,23.676507407827295,142.946,1529371.125,71.69297245903387,,,,,,,,11.0,
3,sphere,659.02,656.984,660.02,657.984,0.02109832700096443,21.09832700096443,103.885,587017.425,,,,,,,,,,51.94225435554011
4,polyhedron,360.56,588.04,361.56,589.04,0.030856126805044303,30.856126805044305,96.425,469425.465,99.11833122562875,24.0,"[0.9254695847053661, 0.5366807619215639, 0.6997825842882716]",0.3955917041102853,0.12103150706762168,0.21780930110090202,4.0,0.3866361201426754,,
5,sphere,372.339,782.708,373.339,783.708,0.031159951244979948,31.159951244979947,158.124,2070084.775,,,,,,,,,,79.06176534345867
6,sphere,207.315,858.952,208.315,859.952,0.022808512096896705,22.808512096896706,189.411,3558076.717,,,,,,,,,,94.70557957359856
7,polyhedron,550.829,53.154,551.829,54.154,0.03403822915094743,34.03822915094743,79.705,265132.707,93.57939466251588,21.0,"[0.4413111294621203, 0.9385629910860915, 0.5822262237138204]",0.4921490797905792,0.09664352636311746,0.20754926389232115,2.0,0.47271066094310904,,
8,sphere,349.758,535.215,350.758,536.215,0.02250993845445608,22.50993845445608,136.44,1329915.216,,,,,,,,,,68.22001048664987
9,sphere,220.413,107.589,221.413,108.589,0.02856295260456325,28.56295260456325,156.497,2006876.066,,,,,,,,,,78.24873309741027
10,aggregate,844.052,250.019,845.052,251.019,0.027164378255956793,27.164378255956795,91.405,399866.625,57.552289462273635,,,,,,,,5.0,
11,sphere,596.168,152.459,597.168,153.459,0.023587582337363085,23.587582337363084,184.4,3283054.764,,,,,,,,,,92.19977034587043
12,sphere,337.937,209.645,338.937,210.645,0.027657086945162744,27.657086945162742,141.288,1476775.116,,,,,,,,,,70.64399516560614
13,polyhedron,221.409,488.029,222.409,489.029,0.02732674426483019,27.32674426483019,57.378,98907.75,71.96529627747151,15.0,"[0.7566403916016772, 0.9113682477923235, 0.3173870455726412]",0.34225943324361946,0.11726509717473536,0.1972857455779068,2.0,0.6539216734798088,,
14,aggregate,569.014,593.335,570.014,594.335,0.024287112196911695,24.287112196911696,157.794,2057161.013,95.7723158176822,,,,,,,,5.0,
15,polyhedron,767.353,796.86,768.353,797.86,0.023789727033674397,23.789727033674396,67.364,160059.638,95.16573823960685,15.0,"[0.4585531568154708, 0.7287880641547292, 0.5080528833262073]",0.2995898728125789,0.15016621896235674,0.14509761078564726,4.0,0.4476711703971673,,
16,sphere,135.101,115.737,136.101,116.737,0.03299826145317995,32.99826145317995,181.051,3107418.762,,,,,,,,,,90.5253872694817
17,aggregate,185.251,807.852,186.251,808.852,0.020868392258205855,20.868392258205855,86.711,341367.75,51.935720074218814,,,,,,,,7.0,
18,sphere,748.285,414.656,749.285,415.656,0.029857959481017046,29.857959481017044,136.473,1330888.738,,,,,,,,,,68.23665253238862
19,sphere,373.173,937.43,374.173,938.43,0.032349119272679895,32.34911927267989,176.388,2873477.934,,,,,,,,,,88.19414460549652
20,aggregate,474.523,996.359,475.523,997.359,0.02648158654587138,26.48158654587138,119.328,889673.625,56.7408044832054,,,,,,,,14.0,
