particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_sub_spheres,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap
1,sphere,495.79,380.608,496.79,381.608,0.023980236583221064,23.980236583221064,121.911,948703.213,60.95564354640945,,,,,,,,,
2,aggregate,569.304,571.246,570.304,572.246,0.02398844478062745,23.98844478062745,156.812,2019007.706,,89.9165088977816,14.0,,,,,,,
3,aggregate,133.731,526.154,134.731,527.154,0.026738333991219998,26.73833399122,107.729,654628.5,,63.38560746131097,7.0,,,,,,,
4,sphere,975.369,969.653,976.369,970.653,0.029956267912956303,29.956267912956303,137.006,1346528.478,68.50290324337067,,,,,,,,,
5,sphere,171.166,184.189,172.166,185.189,0.024133312919517588,24.13331291951759,167.516,2461309.616,83.75791922208795,,,,,,,,,
6,sphere,416.593,225.045,417.593,226.045,0.03296584477994079,32.96584477994079,145.974,1628650.919,72.98716021720148,,,,,,,,,
7,polyhedron,360.435,842.735,361.435,843.735,0.034346409601480984,34.346409601480985,52.31,74948.625,,56.08606025011584,,20.0,"[0.7598495848040374, 0.5432612358713518, 0.7963267000495826]",0.506398396007105,0.0852672674889368,0.16257539378927,3.0,0.42436099553427026
8,polyhedron,573.819,321.792,574.819,322.792,0.02959029657683566,29.590296576835662,36.102,24637.5,,55.713324624310516,,30.0,"[0.3979853377597754, 0.2737655797581967, 0.533373258831646]",0.4846957237577451,0.14872777250060082,0.22392067734135346,4.0,0.6130027255025164
9,polyhedron,305.388,694.83,306.388,695.83,0.022125193540212133,22.125193540212134,34.687,21853.125,,68.21641728621609,,15.0,"[0.6735815700124775, 0.28776499450946647, 0.38124883397887416]",0.3090176829229483,0.09626560644665459,0.24363152977490882,2.0,0.7106528491898405
10,sphere,249.04,809.713,250.04,810.713,0.027450588702516276,27.450588702516274,127.714,1090718.203,63.85692243143704,,,,,,,,,
11,sphere,694.465,237.391,695.465,238.391,0.02476315553627502,24.76315553627502,190.214,3603500.906,95.1068961957957,,,,,,,,,
12,aggregate,133.329,363.568,134.329,364.568,0.02496374440039826,24.96374440039826,122.001,950805.0,,68.61070129760631,9.0,,,,,,,
13,sphere,61.574,836.438,62.574,837.438,0.031267470060450483,31.267470060450485,180.255,3066621.128,90.12746821762313,,,,,,,,,
14,sphere,870.463,362.562,871.463,363.562,0.022458669389940247,22.458669389940248,172.758,2699679.812,86.37894256647246,,,,,,,,,
15,aggregate,153.35,894.896,154.35,895.896,0.028107805653814523,28.107805653814523,83.632,306274.5,,62.8594514309633,5.0,,,,,,,
16,aggregate,308.446,369.882,309.446,370.882,0.027023467013316278,27.023467013316278,96.386,468851.625,,58.29936658526089,7.0,,,,,,,
17,polyhedron,132.876,708.398,133.876,709.398,0.030322048084104762,30.32204808410476,101.104,541132.359,,90.54643763093551,,32.0,"[0.9295777544173108, 0.9433990092038632, 0.2658771076473818]",0.368039746574587,0.1531800534646596,0.17716816414888503,4.0,0.6203187061841083
18,sphere,291.781,440.804,292.781,441.804,0.021483951151028927,21.483951151028926,179.602,3033433.68,89.80116379458377,,,,,,,,,
19,polyhedron,338.387,192.064,339.387,193.064,0.023224028706712852,23.22402870671285,57.271,98357.625,,50.28714209593336,,21.0,"[0.9535220903761807, 0.949107694409341, 0.7639029682627843]",0.4028196877365304,0.09328462476607195,0.21390450491529403,2.0,0.5833160375499693
20,sphere,442.639,811.0,443.639,812.0,0.02386420751184229,23.864207511842288,111.295,721808.262,55.6473404651263,,,,,,,,,
