particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_sub_spheres,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap
1,sphere,991.267,189.418,992.267,190.418,0.024166631301086313,24.166631301086312,113.388,763301.3,56.693830061372445,,,,,,,,,
2,sphere,975.956,120.373,976.956,121.373,0.02713331854524967,27.13331854524967,165.431,2370569.189,82.71571129011002,,,,,,,,,
3,aggregate,789.875,301.085,790.875,302.085,0.03446272976238016,34.462729762380164,76.026,230087.25,,51.36464163971702,6.0,,,,,,,
4,sphere,568.849,565.001,569.849,566.001,0.02813178535728067,28.13178535728067,146.904,1659979.696,73.4521854863622,,,,,,,,,
5,polyhedron,901.651,117.866,902.651,118.866,0.03166191727140167,31.66191727140167,61.849,123876.0,,59.132868543173814,,27.0,"[0.9255897016435293, 0.32328609765466276, 0.7629709421941916]",0.2992241850771602,0.1438555162792742,0.14085226205486362,2.0,0.4615895596057802
6,sphere,478.803,578.837,479.803,579.837,0.03335642456497307,33.35642456497307,171.267,2630394.057,85.63357367215565,,,,,,,,,
7,polyhedron,602.843,689.634,603.843,690.634,0.02389790850317187,23.89790850317187,109.669,690639.575,,89.78153479523851,,28.0,"[0.8953289378346588, 0.8865137886376423, 0.8436695540354975]",0.4413067097240365,0.1045793650936115,0.206385165375543,4.0,0.48859584660607075
8,sphere,767.547,147.61,768.547,148.61,0.025072967382274654,25.072967382274655,129.428,1135229.684,64.71401964485472,,,,,,,,,
9,sphere,477.573,194.016,478.573,195.016,0.020044637746093365,20.044637746093365,183.812,3251778.63,91.90605423563954,,,,,,,,,
10,aggregate,626.614,64.061,627.614,65.061,0.02812921836880089,28.129218368800892,91.296,398435.625,,52.4699535546466,7.0,,,,,,,
11,aggregate,778.266,812.37,779.266,813.37,0.02872830777438022,28.72830777438022,114.822,792628.875,,64.73555638664502,8.0,,,,,,,
12,polyhedron,634.765,272.247,635.765,273.247,0.020848589981380346,20.848589981380346,54.675,85579.875,,68.37892374667899,,22.0,"[0.39047448982131394, 0.9426224211498115, 0.4592394642143631]",0.3542992572757072,0.13719330622460926,0.2357892820797404,3.0,0.45473544027410073
13,polyhedron,832.864,746.871,833.864,747.871,0.03490266461928751,34.90266461928751,45.922,50706.108,,83.10260363133493,,16.0,"[0.29085450416621467, 0.45605729499006253, 0.6804190719824276]",0.2869203336410639,0.08442369551110572,0.20984254840911076,4.0,0.6703637721387014
14,polyhedron,920.744,866.945,921.744,867.945,0.0302246025564432,30.2246025564432,66.936,157025.601,,80.17488979275086,,23.0,"[0.4247828538285633, 0.9164645115080381, 0.5926356459811697]",0.35960023899849225,0.13354349098649998,0.21400930085191644,4.0,0.6935696338296332
15,sphere,990.848,557.428,991.848,558.428,0.024706202492505575,24.706202492505575,149.563,1751733.937,74.78132884589753,,,,,,,,,
16,sphere,242.276,256.495,243.276,257.495,0.030322969115365285,30.322969115365286,129.204,1129332.169,64.60176197277771,,,,,,,,,
17,aggregate,750.49,105.246,751.49,106.246,0.034493405276085735,34.49340527608574,147.123,1667398.26,,77.89999044232569,13.0,,,,,,,
18,sphere,299.976,366.041,300.976,367.041,0.03344290702172348,33.44290702172348,193.702,3805404.853,96.8509948521467,,,,,,,,,
19,sphere,940.237,512.001,941.237,513.001,0.027395112262430826,27.395112262430825,162.227,2235454.553,81.11336375741018,,,,,,,,,
20,aggregate,367.243,96.546,368.243,97.546,0.02571823378225392,25.71823378225392,103.903,587324.25,,61.76473392319892,7.0,,,,,,,
