Particle_ID,x_pixel,y_pixel,radius_m,diameter_um,z_position_m
1,249.39676840059457,923.3717489731065,6.462560687039567e-06,12.925121374079133,0.023639999999999998
2,501.10868753978195,821.1242733098093,8.165733021270565e-06,16.33146604254113,0.02396
3,289.0112617944739,631.693417111248,9.811589862235843e-06,19.623179724471687,0.03448
4,803.0936052678235,191.55034181856144,5.78845103433386e-06,11.57690206866772,0.0294
5,715.125962542153,188.5530854021943,9.971795265023053e-06,19.943590530046105,0.029039999999999996
6,142.75776678329314,120.05705116432817,9.181387583893418e-06,18.362775167786836,0.030799999999999998
7,862.7866402970425,821.3523624536916,6.4808148262578055e-06,12.961629652515612,0.03324
8,282.8152515940321,933.1727981899849,6.921459605241515e-06,13.84291921048303,0.03204
9,74.51643783474086,281.88022774372376,8.541704843125805e-06,17.08340968625161,0.0236
10,11.29728342724684,551.2318910027029,8.72967271922086e-06,17.45934543844172,0.025199999999999997
11,592.6220129478925,445.70252976759474,5.378691730956292e-06,10.757383461912584,0.02172
12,817.1609894057649,14.251050820132559,9.35160881658644e-06,18.70321763317288,0.020519999999999997
13,960.9594568836307,232.55787480909325,5.548660899557224e-06,11.097321799114447,0.03324
14,802.6299240932323,193.27310779507772,5.585866771364199e-06,11.171733542728397,0.021519999999999997
15,772.7784481801427,850.7932951810916,7.0897060565127785e-06,14.179412113025556,0.02924
