particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_sub_spheres,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap
1,sphere,267.372,980.584,268.372,981.584,0.020700962697410674,20.700962697410674,110.773,711698.905,55.386326664623745,,,,,,,,,
2,aggregate,47.629,992.141,48.629,993.141,0.03449244899696541,34.49244899696541,127.321,1080675.0,,65.57121833934805,12.0,,,,,,,
3,sphere,336.84,955.649,337.84,956.649,0.021217024284803564,21.217024284803564,167.19,2446979.348,83.59505057974314,,,,,,,,,
4,sphere,238.836,747.688,239.836,748.688,0.03035529328098957,30.35529328098957,129.86,1146624.317,64.92981710067436,,,,,,,,,
5,aggregate,705.735,556.299,706.735,557.299,0.021768102234001264,21.768102234001265,119.057,883612.125,,70.76982586433022,7.0,,,,,,,
6,sphere,916.252,563.216,917.252,564.216,0.03427062590445944,34.270625904459436,199.561,4161284.374,99.78063469194296,,,,,,,,,
7,polyhedron,406.598,475.197,407.598,476.197,0.03295989855462866,32.95989855462866,49.114,62032.836,,79.04721149077778,,24.0,"[0.3754881029543701, 0.5577237701410592, 0.26808722814399016]",0.34282205275783506,0.11636355244026617,0.14421103752530537,2.0,0.5050848695511369
8,aggregate,416.66,347.109,417.66,348.109,0.027513724381573002,27.513724381573002,160.313,2157262.542,,80.13194707097493,13.0,,,,,,,
9,sphere,489.373,882.874,490.373,883.874,0.02513208712329782,25.132087123297822,160.567,2167522.435,80.28325965203933,,,,,,,,,
10,sphere,105.294,656.895,106.294,657.895,0.02596123520713163,25.96123520713163,151.387,1816605.845,75.69328716933906,,,,,,,,,
11,aggregate,399.003,222.803,400.003,223.803,0.020768848073958637,20.768848073958637,136.078,1319351.625,,70.1608461078942,13.0,,,,,,,
12,aggregate,985.824,642.943,986.824,643.943,0.023533980751132555,23.533980751132553,115.578,808389.333,,81.65218792210472,6.0,,,,,,,
13,polyhedron,847.111,61.395,848.111,62.395,0.023414955889643423,23.414955889643423,79.129,259419.375,,68.18256286254297,,33.0,"[0.9398770994493402, 0.924101917947094, 0.45410204806282695]",0.36638324827985613,0.1179763287837548,0.2197774624653513,4.0,0.5952852368720201
14,polyhedron,663.076,649.173,664.076,650.173,0.02948177839764803,29.48177839764803,47.508,56143.125,,55.24188030778509,,31.0,"[0.5081346474303279, 0.46462624424368204, 0.5998465922798446]",0.4637983097495988,0.11745460314006098,0.2079854990941704,4.0,0.5409376362427627
15,polyhedron,895.796,436.99,896.796,437.99,0.030764239630279893,30.764239630279892,24.527,7725.375,,52.318658518942115,,24.0,"[0.3172076638852781, 0.45401810971663126, 0.24000303883555468]",0.44811266259391225,0.1002518807345855,0.2161772212989674,3.0,0.5381552190593716
16,polyhedron,753.62,682.174,754.62,683.174,0.02928381387811238,29.28381387811238,31.465,16311.375,,54.128013061414734,,24.0,"[0.25814042678928883, 0.37003074823695226, 0.6138318668606293]",0.44700927644725486,0.1381475205174447,0.23133315457330295,4.0,0.4052316561085141
17,sphere,778.618,333.946,779.618,334.946,0.02282764097378153,22.82764097378153,126.437,1058324.795,63.21839328056787,,,,,,,,,
18,sphere,606.843,768.49,607.843,769.49,0.029996123334956007,29.996123334956007,148.714,1722092.096,74.35712474137571,,,,,,,,,
19,sphere,400.919,665.687,401.919,666.687,0.026556323219809885,26.556323219809887,195.491,3911802.232,97.74534719974204,,,,,,,,,
20,sphere,659.664,434.339,660.664,435.339,0.027421648235930622,27.421648235930622,118.644,874444.92,59.32184046815325,,,,,,,,,
