particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,num_sub_spheres
1,sphere,76.657,288.046,77.657,289.046,0.02002993411871984,20.02993411871984,127.863,1094532.553,63.93127381334385,,,,,,,,,
2,sphere,764.61,274.263,765.61,275.263,0.021298976968356226,21.298976968356225,166.11,2399858.858,83.05498364343781,,,,,,,,,
3,sphere,458.872,431.917,459.872,432.917,0.020442070380786343,20.442070380786344,102.553,564727.589,51.27631403413636,,,,,,,,,
4,polyhedron,480.676,853.155,481.676,854.155,0.028809318304478276,28.809318304478275,120.702,920761.736,,89.56491410324743,31.0,"[0.9277733348054835, 0.847330727789893, 0.7471152177161593]",0.433734574425934,0.14158249288723498,0.19930661738975788,4.0,0.47147531786546276,
5,sphere,610.643,943.25,611.643,944.25,0.020146216699577786,20.146216699577785,111.527,726341.576,55.763595073097925,,,,,,,,,
6,sphere,955.061,57.647,956.061,58.647,0.023916681655405798,23.9166816554058,190.246,3605333.054,95.12301204085472,,,,,,,,,
7,aggregate,879.621,996.197,880.621,997.197,0.02865288558857708,28.652885588577078,89.791,379049.625,,53.426838199819706,,,,,,,,8.0
8,sphere,281.211,483.637,282.211,484.637,0.024032980877907426,24.032980877907427,156.715,2015245.39,78.3573564352184,,,,,,,,,
9,polyhedron,415.715,934.112,416.715,935.112,0.0332880713464047,33.2880713464047,81.214,280470.316,,97.31712613767421,27.0,"[0.6231698495257081, 0.5635965827512677, 0.4381787677053509]",0.5015432008265733,0.13824233032634511,0.21018364433982384,4.0,0.41832287117825573,
10,polyhedron,135.241,659.298,136.241,660.298,0.031894642206916485,31.894642206916483,68.115,165472.875,,54.242923516001646,29.0,"[0.8393648022637326, 0.8290082701809707, 0.6323186560542229]",0.41965624920621203,0.12038117545842641,0.16086595972471948,4.0,0.4079629938540516,
11,sphere,691.256,156.215,692.256,157.215,0.032485964469625386,32.48596446962539,129.715,1142794.796,64.85745180158838,,,,,,,,,
12,sphere,797.512,244.833,798.512,245.833,0.031161590453853645,31.161590453853645,120.154,908271.698,60.07711339839617,,,,,,,,,
13,aggregate,153.737,147.323,154.737,148.323,0.025583513052797293,25.583513052797294,168.301,2496070.052,,92.43561566932317,,,,,,,,11.0
14,aggregate,566.02,373.576,567.02,374.576,0.03400916720616058,34.00916720616058,100.451,530715.375,,62.27114229136478,,,,,,,,10.0
15,polyhedron,620.15,163.299,621.15,164.299,0.022905797734361466,22.905797734361467,69.471,175550.358,,79.85924221468896,16.0,"[0.7907027602628438, 0.945175110879507, 0.3349471519764289]",0.29164687429886355,0.0965301557489796,0.16763099619714594,2.0,0.647677303846331,
16,aggregate,763.79,633.629,764.79,634.629,0.03441588405393868,34.41588405393868,155.84,1981695.893,,92.5640019617265,,,,,,,,9.0
17,sphere,451.683,676.53,452.683,677.53,0.02586415136591101,25.864151365911013,178.768,2991350.045,89.38394993237998,,,,,,,,,
18,aggregate,992.254,190.488,993.254,191.488,0.03451669691925102,34.516696919251025,149.406,1746250.572,,77.91311443843979,,,,,,,,10.0
19,sphere,326.893,611.336,327.893,612.336,0.023334203979471328,23.33420397947133,174.779,2795531.973,87.38937194732401,,,,,,,,,
20,polyhedron,273.131,353.871,274.131,354.871,0.02950697367733393,29.50697367733393,93.96,434339.568,,91.02143538767463,32.0,"[0.9237983528004567, 0.5706625132993594, 0.47145823477829985]",0.3772438389912372,0.15083289547454515,0.19841197398241403,3.0,0.4960686337220336,
