particle_id,shape_type,x_pixel,y_pixel,x_pixel_matlab,y_pixel_matlab,z_position_m,z_position_mm,equivalent_diameter_um,volume_um3,radius_um,target_radius_um,num_vertices,aspect_ratio,radial_jitter,spike_fraction,indent_fraction,num_fragments,fragment_overlap,num_sub_spheres
1,sphere,358.432,977.823,359.432,978.823,0.029238300134888477,29.238300134888476,122.272,957137.595,61.13575152926964,,,,,,,,,
2,polyhedron,723.797,493.801,724.797,494.801,0.024693161986669404,24.693161986669406,60.615,116613.0,,62.93115744974344,33.0,"[0.4185421259517272, 0.7115403297734361, 0.7454553462873462]",0.45003295212183003,0.15530525335993073,0.2167777526286702,2.0,0.5238334553873466,
3,polyhedron,786.1,423.477,787.1,424.477,0.02450604732430454,24.50604732430454,54.072,82778.625,,72.69264102066312,21.0,"[0.9433469929329593, 0.30600280291362425, 0.6231892177579667]",0.41704319512272436,0.15263825863377967,0.2452000420385989,4.0,0.44835524938938914,
4,sphere,179.617,208.115,180.617,209.115,0.0239233496241835,23.9233496241835,155.641,1974110.747,77.82055094255838,,,,,,,,,
5,aggregate,554.982,288.977,555.982,289.977,0.0201317701678706,20.1317701678706,143.943,1561592.25,,67.75449710205201,,,,,,,,15.0
6,aggregate,436.832,115.403,437.832,116.403,0.022142451393701173,22.142451393701172,178.159,2960864.469,,98.67623813740147,,,,,,,,10.0
7,aggregate,138.701,734.907,139.701,735.907,0.02012114065999529,20.12114065999529,132.339,1213560.452,,86.94901237087427,,,,,,,,7.0
8,sphere,262.644,277.458,263.644,278.458,0.0238028005606663,23.802800560666302,162.272,2237343.48,81.13620386859164,,,,,,,,,
9,aggregate,347.567,103.48,348.567,104.48,0.033478536520545166,33.47853652054516,193.864,3814972.545,,93.32904652685261,,,,,,,,15.0
10,sphere,193.582,927.692,194.582,928.692,0.026148999547933892,26.14899954793389,170.845,2610992.64,85.42251350550188,,,,,,,,,
11,sphere,530.744,586.259,531.744,587.259,0.034203573303797946,34.203573303797945,135.668,1307457.607,67.8338295312437,,,,,,,,,
12,sphere,455.898,58.016,456.898,59.016,0.020300182829450054,20.300182829450055,198.613,4102274.036,99.30673108911468,,,,,,,,,
13,polyhedron,974.718,579.239,975.718,580.239,0.025764106054685557,25.764106054685556,80.894,277169.965,,89.61927139092236,17.0,"[0.9445713030123147, 0.6631324955426081, 0.4226658725881436]",0.34813042050564746,0.13494784236409202,0.17720668252994393,2.0,0.4770995615450905,
14,sphere,252.54,56.962,253.54,57.962,0.02922031580913673,29.22031580913673,178.956,3000790.791,89.4778835472536,,,,,,,,,
15,aggregate,510.784,91.257,511.784,92.257,0.022210541498488383,22.210541498488382,105.935,622474.875,,55.34860955832427,,,,,,,,10.0
16,polyhedron,564.037,918.43,565.037,919.43,0.02265924503395046,22.65924503395046,82.841,297665.091,,95.2934874266717,22.0,"[0.5177211819203, 0.38979730419099823, 0.8886027288729922]",0.34600693456020903,0.11072725131891617,0.14761922326669416,2.0,0.6944416293022472,
17,polyhedron,721.713,440.267,722.713,441.267,0.02697221767487496,26.972217674874962,62.991,130865.625,,72.10446908040299,16.0,"[0.6941516787550026, 0.7744276589777097, 0.46879080097322434]",0.46425107108848745,0.13270787308965148,0.20526098458976452,2.0,0.6411109788122938,
18,sphere,446.789,261.154,447.789,262.154,0.02497355083579653,24.97355083579653,145.56,1614825.381,72.78004490528123,,,,,,,,,
19,sphere,145.322,461.789,146.322,462.789,0.03040032876499473,30.400328764994732,141.034,1468819.917,70.51691664241639,,,,,,,,,
20,sphere,815.722,571.3,816.722,572.3,0.02368065543635458,23.68065543635458,117.279,844608.46,58.639321865157136,,,,,,,,,
